pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met
WASP-21 b,95.345,11.99,4.322482,0.052,1.01,1.06,5800.0,-0.22
CoRoT-10 b,874.0,10.87,13.2406,0.1055,0.89,0.79,5075.0,0.26
CoRoT-12 b,291.438,16.14,2.828042,0.04016,1.078,1.116,5675.0,0.16
CoRoT-13 b,415.704,9.92,4.03519,0.051,1.09,1.01,5945.0,0.01
HD 285968 b,8.4,2.83,8.7836,0.066,0.5,0.478214,3703.49,-0.1
HD 205739 b,435.41,13.6,279.8,0.896,1.22,1.33,6176.0,0.19
CoRoT-3 b,6883.91,11.32,4.2568,0.05783,1.37,1.56,6740.0,0.14
HD 16417 b,22.1,5.0,17.24,0.14,1.2,1.639984,5841.0,0.06
AB Pic b,4290.5,12.3,,260.0,0.9,0.999394,5285.0,0.04
CT Cha b,5403.0,24.66,,440.0,,1.679694,4403.0,-0.56
HD 9446 b,222.472,14.0,30.052,0.189,1.0,1.0,5793.0,0.09
Kepler-4 b,24.472,4.002,3.21346,0.0456,1.223,1.487,5857.0,0.17
GJ 876 c,226.9846,14.0,30.0881,0.12959,0.32,0.3,3293.74,0.2129
HIP 79431 b,667.415,13.4,111.7,0.36,0.49,0.478625,3191.0,0.4
TOI-907.01,67.0,9.6158851,4.5849129,0.055225481,1.069357,2.059789,6272.0,
WASP-31 b,151.916,17.363,3.4059096,0.04659,1.163,1.252,6302.0,-0.2
24 Sex b,632.46,13.4,452.8,1.333,1.54,4.9,5098.0,-0.03
WASP-37 b,572.07,13.002,3.577469,0.0446,0.925,1.003,5800.0,-0.4
Kepler-9 d,8.41466053,1.64,1.592851,0.0273,1.07,1.02,5777.0,0.12
KOI-217 b,,12.442,3.90512,0.0477,0.95,0.86,5545.0,0.12
HD 90156 b,17.98,4.43,49.77,0.25,0.84,0.920286,5599.0,-0.24
HD 177830 c,47.6725,7.87,110.9,0.5137,1.47,2.62,4949.0,0.545
ups And b,218.531,14.0,4.617033,0.05922166,1.3,1.56,6156.77,0.1014
ups And d,3257.74117175,12.5,1276.46,2.51329,1.3,1.56,6156.77,0.1014
OGLE-2017-BLG-0373L b,127.0,14.0,,2.424,0.248,,,
Kepler-1737 b,25.1,5.395,64.61750031,0.297,0.834,0.881,5043.0,0.3
K2-269 b,3.09,1.57,4.144965,0.0531,1.16,1.45,6209.0,-0.08
TOI-1249 b,11.9,3.2710301,13.079151,0.109,1.0062,0.9785,5497.0,0.297
Kepler-106 d,8.1,0.95,23.9802,0.16063,1.0,1.04,5858.0,-0.12
Kepler-1031 b,0.59,0.87,1.22621732,0.0218,1.09,1.12,6011.0,0.03
CD-35 2722 B b,292.40213444,13.9,171.11,0.2,0.035,0.159,1800.0,0.27
Kepler-948 b,4.08,1.85,7.76846622,0.0749,0.96,0.94,5679.0,-0.02
OGLE-2014-BLG-0319L b,181.16219199,14.1,,3.49,0.52,,,
OGLE-2018-BLG-1011L b,570.0,13.5,,1.8,0.18,,,
WASP-61 b,851.7844,15.80469,3.8559,0.0521,1.82,1.55,6250.0,-0.1
KMT-2022-BLG-0303L b,163.04597279,14.2,,4.81,0.368,,,
OGLE-2019-BLG-0954L b,4513.1633794,12.3,,2.65,0.8,,,
WASP-123 b,285.72917,15.13212395,2.97764359,0.04263,1.166,1.285,5740.0,0.18
Kepler-1882 b,2.81,1.48674404,13.78730011,0.11636,1.068,1.458,5691.0,0.26
KOI-984 b,17.1,4.3,4.2881785,0.0504,0.928,0.818,5295.0,0.12
Kepler-1573 b,1.87,1.2,2.6157554,0.0364,1.01,1.0,5808.0,0.02
Kepler-802 b,12.3,3.54,40.0587473,0.2265,0.93,0.9,5507.0,0.06
KMT-2023-BLG-1454L b,200.23189641,14.1,,1.18,0.17,,,
Kepler-1440 b,2.13,1.26,39.859484,0.23431,0.98,0.96,5698.0,0.04
WASP-130 b,390.9309,9.97601,11.55098,0.1012,1.04,0.96,5625.0,0.26
OGLE-2017-BLG-1049L b,1760.0,12.8,,3.92,0.55,,,
Kepler-949 b,8.8,2.91,8.689307296,0.07739,0.89,0.86,5403.0,0.01
Kepler-1964 b,3.83,1.7810587,2.440829992,0.0322,0.752,0.698,4803.0,-0.08
KMT-2023-BLG-1592L b,184.34047606,14.1,,3.9,0.55,,,
OGLE-2019-BLG-0362L b,1036.12060682,13.1,,2.18,0.42,,,
KMT-2017-BLG-1057L b,23.5,5.19,,2.36,0.57,,,
KMT-2025-BLG-1616L b,42.32,7.34,,1.6,0.26,,,
Wolf 327 b,2.53,1.24,0.5734745,0.01,0.405,0.406,3542.0,-0.17
Kepler-62 f,35.0,1.41,267.291,0.718,0.69,0.64,4925.0,-0.37
WASP-53 c,5196.5205,,2840.0,3.73,0.839,0.798,4953.0,0.22
KMT-2023-BLG-1743L b,6356.56814,12.1,,1.16,0.11,,,
TOI-5789 c,5.0,2.86,12.927748,0.1009,0.821,0.833,5185.0,-0.12
MOA-2019-BLG-008L b,5720.911326,12.2,,,0.9,,,
OGLE-2016-BLG-1598L b,120.77479466,13.6,,2.5,0.55,,,
OGLE-2017-BLG-1275L b,1875.1876013,12.8,,2.09,0.63,,,
HATS-44 b,177.9848,11.960003,2.7439004,0.03649,0.86,0.847,5080.0,0.32
HD 160691 b,1366.6621501,,645.0,1.5,1.13,1.33,5773.0,0.28
Kepler-132 b,1.92,1.21,6.178196,0.067,0.929,1.178,6003.0,-0.2159
KMT-2021-BLG-0192L b,34.96112477,6.56,,1.62,0.27,,,
Kepler-49 b,9.77,2.579,7.2,0.05929,0.607,0.618,4095.6,0.03
KMT-2016-BLG-2364L b,1250.0,13.0,,2.63,0.5,,,
Kepler-218 c,10.0,3.14,44.699576,0.248,1.019,1.063,5502.0,0.37
GJ 328 c,21.4,4.91,241.8,0.657,0.65,0.63,3897.0,-0.06
K2-212 b,7.51,2.65,9.795647,0.0785,0.622,0.678,4349.0,0.03
AU Mic e,21.1,4.87,33.11,,0.6,0.82,3665.0,0.12
AU Mic d,1.053,1.02,12.73596,,0.51,0.744,3678.0,0.23
GJ 806 b,1.9,1.331,0.9263237,0.01406,0.413,0.4144,3600.0,-0.28
GJ 806 c,5.8,2.28,6.64064,0.0523,0.413,0.4144,3600.0,-0.28
HD 110067 b,5.69,2.2,9.113678,0.0793,0.798,0.788,5266.0,-0.2
HD 110067 c,6.3,2.388,13.673694,0.1039,0.798,0.788,5266.0,-0.2
HD 110067 d,8.52,2.852,20.519617,0.1362,0.798,0.788,5266.0,-0.2
HD 110067 e,3.9,1.94,30.793091,0.1785,0.798,0.788,5266.0,-0.2
HD 110067 f,5.04,2.601,41.05854,0.2163,0.798,0.788,5266.0,-0.2
HD 110067 g,8.4,2.607,54.76992,0.2621,0.798,0.788,5266.0,-0.2
GJ 341 b,4.0,0.88,7.57686,,0.48,0.5066,3770.0,-0.16
TOI-6894 b,53.39517238,9.5836785,3.37077196,0.02604,0.207,0.2276,3007.0,0.142
IRAS 04125+2902 b,80.8,10.73820351,8.834978,0.077,0.7,1.45,4080.0,
HIP 67522 c,48.3,7.93595834,14.334892,0.1228,1.22,1.38,5675.0,0.0
Kepler-51 e,5.4,2.18,264.284,,0.96,0.87,5674.0,0.047
BD+05 4868 A b,6.2,,1.271869,0.0208,0.7,0.69,4596.0,-0.05
TOI-771 c,2.87,1.5,7.61,0.046,0.22,0.232,3370.0,-0.13
TOI-2076 e,4.7,1.301,3.0223753,0.03863,0.849,0.758,5187.0,-0.09
L 98-59 f,2.8,1.48,23.064,0.1052,0.2923,0.3155,3415.0,-0.46
HIP 41378 g,6.81,2.5,63.19,,1.22,1.3,6290.0,-0.05
55 Cnc B b,3.5,1.69,6.7994,0.044,0.26,0.274,3286.0,0.16
55 Cnc B c,5.3,2.16,33.747,0.13,0.26,0.274,3286.0,0.16
GJ 3090 c,10.0,3.14,15.9407,0.0997,0.519,0.516,3707.0,0.12
TOI-4336 A c,1.55,1.251,7.587266,0.05092,0.306,0.326,3307.0,0.14
TOI-260 b,4.23,1.71,13.475853,0.0943,0.616,0.607,4026.0,-0.47
Kepler-12 b,137.30256,19.660586,4.4379629,0.0553,1.166,1.483,5947.0,0.07
KOI-94 b,10.5,1.71,3.743208,0.05119,1.277,1.52,6182.0,0.0228
Kepler-167 d,2.06,1.238,21.80379,0.1404,0.777,0.749,4884.0,0.02
Kepler-51 d,7.6,9.7,130.194,0.509,1.04,0.94,6018.0,0.05
Kepler-51 c,4.0,9.0,85.312,0.384,1.04,0.94,6018.0,0.05
KMT-2022-BLG-1818L c,114.41822652,13.2,,12.6,0.79,,,
Qatar-8 b,117.91493,14.403565,3.71495,0.0474,1.029,1.315,5738.0,0.025
KMT-2018-BLG-0885L b,9217.023803,11.9,,1.07,0.29,,,
KMT-2016-BLG-2321L b,301.93698665,13.8,,3.58,0.73,,,
Kepler-74 b,200.22,10.76,7.340711,0.0781,1.18,1.12,6000.0,0.42
OGLE-2017-BLG-0482L b,9.0,2.95,,1.8,0.2,,,
PSR B0329+54 b,1.97,1.22,10140.0,10.26,1.44,,,
K2-140 b,295.58041851,13.56286665,6.569188,0.068,0.96,1.06,5585.0,0.1
HD 184010 c,95.3485221,11.8,484.3,1.334,1.35,4.86,4971.0,-0.17
EPIC 201595106 b,7.67,1.565,0.87724,0.0177,0.958,0.98,5679.0,0.01
TOI-1203 e,42.1,7.31,204.59,,0.886,1.179,5737.0,-0.39
Kepler-1503 b,5.77,2.27,96.16987,0.3771,0.77,0.74,5069.0,-0.19
Kepler-1781 b,6.26,2.38091029,4.88752985,0.0574,1.053,0.957,5568.0,0.44
Kepler-57 c,6.86,2.196,11.6,0.09588,0.859,0.826,5187.9,0.1166
Kepler-1124 b,2.18,1.28,2.852348975,0.0305,0.35,0.34,3658.0,-0.59
Kepler-1581 b,0.437,0.8,6.28385491,0.06865,1.12,1.23,6022.0,0.07
K2-136 c,18.1,3.0,17.30723,0.1185,0.742,0.677,4500.0,-0.02
HD 39091 b,4481.3805387,12.3,2088.8,3.28,1.07,1.17,5998.0,0.09
LHS 1815 b,1.58,1.088,3.814334,0.0404,0.502,0.501,3643.0,-0.12
Kepler-464 b,10.9,3.3,7.256965224,0.07931,1.21,1.59,5933.0,0.19
Kepler-1580 b,5.1,2.11,56.6449279,0.33571,1.47,2.15,6228.0,0.12
Kepler-198 d,2.96,1.53,1.31184443,0.02342,0.97,0.93,5636.0,0.04
55 Cnc b,263.9785,13.9,14.651552,0.118,1.015,0.98,5198.0,0.39
55 Cnc c,54.4738,8.51,44.3936,0.247,1.015,0.98,5198.0,0.39
55 Cnc d,1232.493,13.0,4799.0,5.6,1.015,0.98,5198.0,0.39
GJ 436 b,22.1,4.17,2.64388312,0.0291,0.47,0.455,3586.11,0.0991
HD 50554 b,1859.29618095,12.8,1240.0,2.339,1.1,1.02,6050.0,0.02
HAT-P-12 b,67.059,10.749,3.2130598,0.0384,0.733,0.701,4650.0,-0.29
HAT-P-13 b,270.462,14.258,2.91625,0.04383,1.32,1.756,5653.0,0.46
HAT-P-13 c,4538.421,12.3,446.27,1.258,1.32,1.756,5653.0,0.46
TOI-3053 b,270.15414595,13.56286665,2.9919987,0.039,0.96,0.97,5378.0,0.2
HD 50554 c,5.3,1.31,5.969362,0.0652,1.04,1.146,5968.0,-0.02
HD 50554 d,10.4,1.41,28.0694,0.1831,1.04,1.146,5968.0,-0.02
55 Cnc e,7.99,1.875,0.7365474,0.01544,0.905,0.943,5172.0,0.35
55 Cnc f,44.812,7.59,260.58,0.802,1.015,0.98,5198.0,0.39
GJ 1214 b,8.41,2.733,1.580404531,0.01505,0.182,0.2162,3101.0,0.24
HAT-P-14 b,1093.3352,15.91678,4.62767,0.0596,2.65,1.82,6600.0,0.11
HAT-P-17 b,184.3414,11.76945,10.33852,0.0892,0.99,0.87,5246.0,0.0
HAT-P-17 c,1080.6,13.1,5584.0,5.6,0.92,0.838682,5336.96,0.0512
HAT-P-18 b,55.5246227,10.70457657,5.5080291,0.0559,0.77,0.717,4870.0,0.1
HAT-P-1 b,166.86075,14.784671,4.46529976,0.05561,1.151,1.174,5980.0,0.13
HAT-P-26 b,22.2481,7.06167,4.23452,0.04748,1.12,0.87,5079.0,-0.04
HAT-P-30 b,263.7989,16.14096,2.8106,0.0419,1.55,1.31,6304.0,0.13
HAT-P-32 b,216.1244,22.19382,2.1500082,0.03397,1.132,1.367,6001.0,-0.16
HD 149026 b,120.7754,8.29466,2.87589,0.04364,1.42,1.41,6179.0,0.32
HD 189733 b,359.1479,12.66617,2.21857567,0.03126,0.79,0.75,5052.0,-0.02
HD 209458 b,232.0159,15.58051,3.52474859,0.04707,1.23,1.19,6091.0,0.01
HD 80606 b,1323.46926959,11.56766808,111.436765,0.4603,1.05,1.05,5565.0,0.35
HD 86226 b,143.0235,14.3,1628.0,2.73,1.019,1.053,5863.0,0.018
TrES-4 b,247.9074,18.04649,3.55395,0.05084,1.08,1.66,6200.0,0.14
WASP-12 b,467.2101,22.02564708,1.091418901,0.0234,1.325,1.69,6265.0,0.12
WASP-15 b,171.6282,15.80469,3.7521,0.05165,1.18,1.48,6300.0,-0.17
WASP-17 b,247.9074,20.96083,3.73543,0.0515,2.28,1.49,6550.0,-0.25
WASP-18 b,3241.8497514,13.89913607,0.94145223,0.02024,1.294,1.319,6432.0,0.107
WASP-19 b,366.77398168,15.86070769,0.78883852,0.01652,0.965,1.006,5616.0,0.04
WASP-25 b,179.25522155,13.80946422,3.7648337,0.0473,0.962,0.884,5697.0,-0.2
WASP-39 b,89.31023,14.336311,4.0552941,0.04828,0.913,0.939,5485.0,0.01
WASP-43 b,565.714,10.424,0.813475,0.0142,0.58,0.6,4400.0,-0.05
WASP-6 b,148.42586607,12.5428494,3.3610026,0.04217,0.854,0.79,5438.0,-0.15
GJ 3470 b,13.9,4.57,3.3366496,0.0355,0.539,0.547,3600.0,0.2
WASP-47 b,374.0,12.86,4.159151,0.052,1.058,1.156,5565.0,0.43
WASP-63 b,117.5971,15.80469,4.37808,0.0574,1.28,1.86,5550.0,0.08
WASP-52 b,146.2,14.24,1.7497798,0.0272,0.87,0.79,5000.0,0.03
WASP-77 A b,529.31142902,13.56,1.360029395,0.023233633,0.903,0.91,5617.0,-0.1
WASP-80 b,170.99254,11.197791,3.06785234,0.0344,0.577,0.586,4143.0,-0.13
WASP-103 b,473.547,17.127,0.925542,0.01985,1.22,1.436,6110.0,0.06
WASP-96 b,152.55,13.45,3.4252602,0.0453,1.06,1.05,5540.0,0.14
WASP-94 A b,158.915,17.71022,3.95019,0.055,1.67,1.48,6170.0,0.26
WASP-94 B b,196.411,14.1,2.00839,0.0335,1.24,1.35,6040.0,0.23
WASP-69 b,82.58,11.21,3.86813881,0.0453,0.83,0.801,4792.0,0.35
WASP-84 b,220.0,10.72,8.52349648,0.0778,0.853,0.768,5280.0,0.0
WASP-20 b,98.841,15.46839337,4.89964477,0.05999,1.2,1.242,5940.0,-0.008
HATS-6 b,101.38777,11.186582,3.3252725,0.03623,0.574,0.57,3724.0,0.2
KELT-7 b,441.7837,17.9344,2.73477,0.04415,1.76,1.81,6768.0,0.0
K2-18 b,8.92,2.37,32.939623,0.1429,0.359,0.411,3457.0,0.12
KELT-8 b,209.7678,18.15858,3.24406,0.0455,0.81,1.46,5754.0,0.27
K2-22 b,444.962,2.3,0.381073,0.009,0.595292,0.58,3879.0,0.032
WASP-47 c,447.0,,589.57,1.393,1.058,1.156,5565.0,0.43
WASP-47 d,15.5,3.65,9.030501,0.085,1.058,1.156,5565.0,0.43
WASP-47 e,9.0,1.83,0.78961,0.01673,1.058,1.156,5565.0,0.43
GJ 1132 b,1.83704819,1.19151465,1.62892911,0.0157,0.1945,0.2211,3229.0,-0.17
WASP-76 b,284.13859586,20.78145022,1.80988198,0.033,1.458,1.756,6329.0,0.366
KELT-4 A b,286.68266,19.044091,2.9895932,0.04317,1.201,1.603,6206.0,-0.116
TRAPPIST-1 b,1.374,1.116,1.510826,0.01154,0.0898,0.1192,2566.0,0.052
TRAPPIST-1 c,1.308,1.097,2.421937,0.0158,0.0898,0.1192,2566.0,0.052
TRAPPIST-1 d,0.388,0.788,4.049219,0.02227,0.0898,0.1192,2566.0,0.052
K2-34 b,539.67534,13.75,2.9956348,0.0442,1.16,1.42,6168.0,0.01
WASP-121 b,371.85923619,19.52604438,1.27492504,0.02571,1.33,1.461,6628.0,0.17
HIP 41378 b,6.9,2.64,15.57209,0.1303,1.22,1.3,6290.0,-0.05
HIP 41378 c,5.97,2.74,31.70591,0.2093,1.22,1.3,6290.0,-0.05
HIP 41378 d,6.53,3.65,278.3618,1.17,1.22,1.3,6290.0,-0.05
HIP 41378 e,7.62,5.19,393.0,0.68,1.22,1.3,6290.0,-0.05
HIP 41378 f,25.0,9.47,542.0797,1.394,1.22,1.3,6290.0,-0.05
HD 3167 b,4.844,1.601,0.95965451,0.01814,0.864,0.871,5338.0,0.037
HD 3167 c,11.41,2.983,29.846511,0.1794,0.864,0.871,5338.0,0.037
HAT-P-65 b,176.07693748,18.05766791,2.60544751,0.04042,1.297,1.666,5872.0,0.208
WASP-131 b,86.76715511,13.74221034,5.3220125,0.0608,1.06,1.561,5990.0,-0.2
WASP-139 b,37.18611,8.9672,5.924262,0.062,0.92,0.8,5310.0,0.2
WASP-127 b,52.346601,14.694999,4.17806203,0.0484,0.95,1.333,5620.0,-0.193
TRAPPIST-1 e,0.692,0.92,6.101013,0.02925,0.0898,0.1192,2566.0,0.052
TRAPPIST-1 f,1.039,1.045,9.20754,0.03849,0.0898,0.1192,2566.0,0.052
TRAPPIST-1 g,1.321,1.129,12.352446,0.04683,0.0898,0.1192,2566.0,0.052
TRAPPIST-1 h,0.326,0.755,18.772866,0.06189,0.0898,0.1192,2566.0,0.052
HD 106315 b,12.6,2.44,9.55237,0.0907,1.091,1.296,6327.0,-0.311
HD 106315 c,15.2,4.35,21.05704,0.1536,1.091,1.296,6327.0,-0.311
LHS 1140 b,5.6,1.73,24.73723,0.0946,0.1844,0.2159,3096.0,-0.15
KELT-11 b,65.15482343,15.13212395,4.73620865,0.0623,1.44,2.69,5375.0,0.17
KELT-9 b,915.34581216,21.70058664,1.4811235,0.03368,2.32,2.418,9270.0,0.07
HD 3167 d,7.3,2.61,8.3967,0.077,0.864,0.871,5338.0,0.037
WASP-107 b,33.02237149,10.48039695,5.7214875,0.055,0.683,0.657,4425.0,0.02
GJ 9827 b,4.28,1.44,1.208974,0.0189,0.62,0.58,4236.0,-0.29
GJ 9827 c,1.86,1.13,3.648103,0.0395,0.62,0.58,4236.0,-0.29
GJ 9827 d,3.02,1.98,6.20183,0.053,0.62,0.58,4236.0,-0.29
KELT-20 b,1074.90106,19.514869,3.4741085,0.0542,1.76,1.565,8720.0,-0.29
K2-18 c,7.51,2.65,8.962,0.06,0.359,0.411,3457.0,0.09
K2-141 b,4.97,1.51,0.2803244,0.00747,0.708,0.681,4570.0,0.0
K2-141 c,8.0,7.0,7.7485,0.0683,0.708,0.681,4570.0,0.0
K2-232 b,126.49634,11.209,11.168454,0.10356,1.188,1.161,6154.0,0.1
GJ 1132 c,2.91,1.52,8.929,0.0476,0.198,0.226,3090.0,-0.18
HAT-P-11 c,851.78013076,13.2,3361.0,4.1,0.811,0.683,4653.0,0.31
NGTS-2 b,235.1942,17.878355,4.511164,0.063,1.64,1.702,6478.0,-0.06
WASP-164 b,676.9779,12.643752,1.7771255,0.02818,0.946,0.932,5806.0,-0.01
LHS 1140 c,1.91,1.272,3.77794,0.027,0.1844,0.2159,3096.0,-0.15
K2-287 b,100.11645,9.494023,14.893291,0.1206,1.056,1.07,5695.0,0.2
LHS 3844 b,2.37,1.286,0.462929709,0.00624,0.151,0.189,3080.0,0.22
HD 15337 b,6.519,1.77,4.7559804,0.05245,0.829,0.855,5131.0,0.03
HD 15337 c,6.792,2.526,17.180546,0.1235,0.829,0.855,5131.0,0.03
L 98-59 b,0.46,0.837,2.253114,0.0223,0.2923,0.3155,3415.0,-0.46
L 98-59 c,2.0,1.329,3.6906764,0.0309,0.2923,0.3155,3415.0,-0.46
L 98-59 d,1.64,1.627,7.450729,0.0494,0.2923,0.3155,3415.0,-0.46
V1298 Tau b,13.1,9.41,24.140006,0.1685,1.1,1.32,4970.0,0.1
WASP-166 b,32.10083,7.06167,5.44354,0.0641,1.19,1.22,6050.0,0.19
TOI-270 b,1.48,1.28,3.35992,0.03197,0.386,0.38,3506.0,-0.17
TOI-270 c,6.2,2.33,5.66051,0.04526,0.386,0.38,3506.0,-0.17
TOI-270 d,4.2,2.0,11.38194,0.0721,0.386,0.38,3506.0,-0.17
GJ 357 b,1.83,1.2,3.9306,0.036,0.342,0.337,3505.0,-0.12
GJ 357 c,3.4,1.66,9.1247,0.061,0.342,0.337,3505.0,-0.12
GJ 357 d,6.1,2.34,55.661,0.204,0.342,0.337,3505.0,-0.12
LTT 1445 A b,2.73,1.34,5.3587635,0.0381,0.257,0.271,3562.0,-0.34
WASP-178 b,527.5978,20.28829,3.3448285,0.0558,2.07,1.67,9360.0,0.21
V1298 Tau c,4.7,5.08,8.249164,0.0824,1.1,1.32,4970.0,0.1
V1298 Tau d,6.0,6.53,12.401394,0.1081,1.1,1.32,4970.0,0.1
V1298 Tau e,15.3,10.17,48.677714,0.2689,1.1,1.32,4970.0,0.1
LP 791-18 b,1.94,1.212,0.9479981,0.00978,0.139,0.182,2960.0,-0.09
LP 791-18 c,7.16,2.488,4.98991,0.02961,0.139,0.182,2960.0,-0.09
TOI-125 b,9.5,2.726,4.65382,0.05186,0.859,0.848,5320.0,-0.02
TOI-125 c,6.63,2.759,9.15059,0.0814,0.859,0.848,5320.0,-0.02
L 168-9 b,4.07,1.63,1.40152604,0.0208,0.614,0.604,3842.0,-0.03
TOI-125 d,13.6,2.93,19.98,0.137,0.859,0.848,5320.0,-0.02
HATS-48 A b,77.23269,8.9672,3.1316666,0.03769,0.7279,0.7152,4546.0,0.186
HATS-72 b,39.855882,8.0973816,7.3279474,0.066517,0.7311,0.7214,4656.1,0.099
NGTS-10 b,687.14846,13.89913607,0.7668944,0.0143,0.696,0.7,4567.0,-0.02
TOI-1130 b,19.8,3.66,4.074554,0.0453,0.745,0.697,4360.0,0.11
TOI-1130 c,336.0,13.0,8.3501898,0.0731,0.745,0.697,4360.0,0.11
TOI-677 b,392.20025424,13.11450742,11.2365985,0.1041,1.181,1.28,6295.0,0.0
LTT 3780 b,2.46,1.325,0.76837931,0.01195,0.381,0.38,3358.0,0.06
LTT 3780 c,8.04,2.39,12.252284,0.0757,0.381,0.38,3358.0,0.06
TOI-1338 b,11.3,7.661,95.4001,0.4607,1.0936,1.313,5723.2,0.01
AU Mic b,8.99,4.79,8.463446,0.07,0.635,0.862,3540.0,0.01
WASP-148 b,91.21675281,8.47398941,8.803809,0.08215,0.954,0.912,5555.0,0.099
WASP-148 c,124.58873554,13.9,34.524,0.2044,0.954,0.912,5555.0,0.099
NGTS-11 b,109.33352,9.157753,35.45533,0.201,0.862,0.832,5050.0,0.22
TOI-849 b,41.8,3.64,0.765548,0.0155,0.97,0.97,5257.0,0.19
TOI-700 b,0.704,0.914,9.977219,0.0677,0.415,0.421,3459.0,-0.07
TOI-700 c,7.27,2.6,16.051137,0.0929,0.415,0.421,3459.0,-0.07
TOI-700 d,1.25,1.073,37.42396,0.1633,0.415,0.421,3459.0,-0.07
HIP 67522 b,71.4,9.9872018,6.9594731,0.0748,1.22,1.38,5675.0,0.0
TOI-1899 b,212.94503269,11.09689089,29.090312,0.1525,0.632,0.607,3926.0,0.28
HD 86226 c,7.25,2.16,3.98442,0.049,1.019,1.053,5863.0,0.018
WD 1856+534 b,4386.054,10.4,1.4079405,0.0204,0.518,0.0131,4710.0,
LTT 9779 b,29.32,4.72,0.792052,0.01679,1.02,0.949,5443.0,0.27
TOI-824 b,18.467,2.926,1.392978,0.02177,0.71,0.695,4600.0,-0.092
TOI-421 b,6.7,2.64,5.197576,0.0554,0.833,0.866,5291.0,-0.044
TOI-421 c,14.1,5.09,16.067541,0.117,0.833,0.866,5291.0,-0.044
GJ 3473 b,1.86,1.264,1.1980035,0.01589,0.36,0.364,3347.0,0.11
GJ 3473 c,7.41,2.63,15.509,0.0876,0.36,0.364,3347.0,0.11
WASP-107 c,111.23994245,13.0,1091.0,,0.683,0.657,4425.0,0.02
TOI-776 b,5.0,1.798,8.24662,0.0653,0.542,0.547,3725.0,-0.21
TOI-776 c,6.9,2.047,15.665323,0.1001,0.542,0.547,3725.0,-0.21
TOI-561 b,2.02,1.397,0.4465697,0.01064,0.806,0.843,5342.0,-0.41
TOI-561 c,5.93,2.865,10.778838,0.0889,0.806,0.843,5342.0,-0.41
TOI-561 d,13.33,2.615,25.71268,0.1587,0.806,0.843,5342.0,-0.41
TOI-561 e,12.4,2.517,77.144,0.33,0.806,0.843,5342.0,-0.41
TOI-451 b,4.7,1.84,1.8587033,0.0274,0.93,0.85,5490.0,0.02
TOI-451 c,3.7,2.93,9.192463,0.0795,0.93,0.85,5490.0,0.02
TOI-451 d,10.2,3.93,16.364962,0.1168,0.93,0.85,5490.0,0.02
TOI-178 b,0.96,1.2,1.9145601,0.02607,0.647,0.662,4316.0,-0.23
TOI-178 c,4.64,1.754,3.238486,0.037,0.647,0.662,4316.0,-0.23
TOI-178 d,5.2,2.695,6.557569,0.0592,0.647,0.662,4316.0,-0.23
TOI-178 e,3.48,2.301,9.96318,0.0783,0.647,0.662,4316.0,-0.23
TOI-178 f,5.63,2.417,15.23335,0.1039,0.647,0.662,4316.0,-0.23
TOI-178 g,4.4,2.939,20.71663,0.1275,0.647,0.662,4316.0,-0.23
GJ 486 b,2.77,1.289,1.46712127,0.01714,0.312,0.3243,3317.0,-0.15
LHS 1478 b,2.33,1.242,1.9495378,0.01848,0.236,0.246,3381.0,-0.13
TOI-1231 b,15.4,3.65,24.245586,0.1288,0.485,0.476,3553.0,0.041
TOI-674 b,23.6,5.25,1.977143,0.025,0.42,0.42,3514.0,0.17
TOI-1685 b,3.07,1.421,0.66913923,0.01164,0.466,0.462,3470.0,0.01
TOI-1807 b,2.44,1.49681583,0.54937097,0.0122,0.8048,0.746,4914.0,0.044
TOI-2076 b,6.7,2.59,10.35504,0.08781,0.849,0.758,5187.0,-0.09
TOI-2076 c,7.2,3.54,21.01447,0.1407,0.849,0.758,5187.0,-0.09
TOI-2076 d,7.3,3.27,35.12803,0.1982,0.849,0.758,5187.0,-0.09
AU Mic c,14.46,2.79,18.859023,0.119,0.635,0.862,3540.0,0.01
TOI-431 b,3.07,1.28,0.490047,0.0113,0.78,0.731,4850.0,0.2
TOI-431 c,2.83,1.49,4.8494,0.052,0.78,0.731,4850.0,0.2
TOI-431 d,9.9,3.29,12.46103,0.098,0.78,0.731,4850.0,0.2
L 98-59 e,2.82,1.49,12.8278,0.0712,0.2923,0.3155,3415.0,-0.46
HD 63935 b,10.5,2.91575244,9.058807,0.083,0.9406,0.9598,5513.0,0.107
HD 63935 c,11.1,3.06451296,21.4027,0.148,0.9406,0.9598,5513.0,0.107
GJ 367 b,0.503,0.736,0.3219226,0.0071,0.451,0.457,3535.0,-0.01
TOI-2109 b,1595.49860314,15.098497,0.67247414,0.01791,1.453,1.698,6540.0,0.068
HATS-75 b,156.05374784,9.90873894,2.7886556,0.032742,0.6017,0.5848,3790.4,0.522
LTT 1445 A c,1.54,1.147,3.1239035,0.02661,0.257,0.265,3340.0,-0.34
TOI-500 b,1.42,1.166,0.548177,0.01189,0.74,0.678,4440.0,0.12
TOI-1075 b,9.95,1.791,0.6047328,0.01159,0.604,0.581,3875.0,-0.08
TOI-1442 b,1.71,1.17,0.4090677,0.0071,0.29,0.31,3330.0,
TOI-2260 b,3.26,1.62,0.3524728,0.0097,0.99,0.94,5534.0,0.22
