pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met
Kepler-364 c,5.27,2.15,59.980627,0.312,1.076,1.284,6108.0,-0.031
TOI-1260 d,11.84,3.12,16.608164,0.1116,0.679,0.672,4227.0,-0.1
HD 50499 b,519.96988,13.5,2447.1,3.833,1.253,1.351,6102.0,0.26
HD 20794 f,5.82,2.28,647.6,1.3541,0.79,0.93,5368.0,-0.42
Kepler-1595 b,2.04,1.23,4.56380468,0.051,0.84,0.8,5203.0,-0.02
HD 99109 b,139.8452,14.3,439.29999,1.11,0.76,0.98,5282.0,0.35
KOI-3503 b,9.2,1.19,21.185,0.14247,0.858,1.255,6001.0,-0.5428
Kepler-526 b,4.62,1.99,5.458498316,0.06518,1.15,1.14,5894.0,0.34
HD 28109 c,9.2,4.13,55.99712,0.308,1.227,1.425,6189.0,0.1
K2-11 b,44.4,7.55,39.93767,0.2257,1.35,5.15,5433.0,-0.12
NGTS-26 b,92.80589484,14.88552637,4.5199279,0.049,0.96,1.16,5550.0,0.2
KOI-319 b,3178.28407,10.67,46.14827,0.2668,1.325,2.064,5880.0,0.16
TOI-1743 b,4.01,1.83,4.266046,0.03589,0.339,0.338,3277.0,0.22
Kepler-1837 b,4.92,2.06673842,5.906089783,0.065,1.049,0.961,5966.0,-0.02
Kepler-1986 b,4.23,1.89,19.5489666,0.1307,0.776,0.732,5549.0,-0.54
Kepler-696 b,31.3,6.14,4.190425575,0.0535,1.06,1.08,5903.0,0.07
Kepler-189 c,22.7,2.38,20.134866,0.137,0.803,0.75,5235.0,-0.04
HD 105618 b,25.42627256,5.44,10.02245,0.091,1.01,1.27399,5671.0,
TOI-1301.01,6.7,2.477,6.096407209,0.059866,0.77,0.732,4820.0,
Kepler-1497 b,3.39,1.66,8.74199772,0.0817,0.96,0.95,5675.0,0.01
EPIC 212624936 b,1.87,1.2,0.578657,,1.0,0.93,5765.0,-0.39
Kepler-194 b,2.89,1.51,2.092281,0.032,0.94,1.025,6089.0,-0.03
Kepler-661 b,9.64,3.07,6.029301321,0.0585,0.7,0.67,4483.0,-0.05
Kepler-529 c,4.66,2.0,12.8345022,0.1075,1.07,1.14,6087.0,-0.1
HAT-P-61 b,335.9446262,10.07687365,1.90231289,0.0301,1.004,0.938,5587.0,0.194
TOI-2589 b,1112.3994245,12.10569916,61.6277,0.3,0.93,1.07,5579.0,0.12
HD 95872 b,1188.6842,13.0,4375.0,5.15,0.7,0.84,5312.0,0.41
Kepler-1412 b,0.498,0.83,3.6146051,0.04608,1.06,1.27,5880.0,0.04
Kepler-760 c,2.79,1.48,2.46697439,0.03489,0.89,0.85,5322.0,0.08
2MASS J0249-0557 c,3616.88727166,17.37392009,,1950.0,0.046,0.315959,2859.0,
TOI-4504 c,821.0,11.17,82.819093,0.3593,0.875,0.93,5315.0,0.16
Kepler-1540 b,6.76,2.49,125.4131177,0.4426,0.74,0.69,4540.0,0.1
TIC 445839811 b,6.7,2.47771211,11.1086260318,,0.95,0.850041,5408.25,0.0292
Kepler-225 c,4.04,1.84,18.794234,0.111,0.593,0.48,3682.0,-0.04
Kepler-180 b,2.86,1.5,13.817124,0.109,0.95,1.063,5731.0,0.03
HD 18438 b,6674.396547,12.1,803.0,2.1,1.84,88.475,3860.0,-0.4
HD 154088 b,6.6,2.46,18.56,0.134,0.91,0.95,5374.0,0.28
HD 24064 b,4096.8287,12.3,535.59998,1.29,1.61,40.0,4052.0,-0.49
Kepler-1349 b,0.271,0.7,2.12823928,0.03421,1.16,1.28,6086.0,0.03
HD 29399 b,498.99059899,13.5,892.7,1.913,1.17,4.5,4845.0,0.14
TOI-4511 b,8.01,2.75304932,10.98090968596,,1.017,1.00145,5418.77,
Kepler-1306 b,4.31,1.91,16.29595382,0.123,0.98,0.97,5727.0,0.0
TOI-2200 b,38.7,6.96310517,2.93602836512,,0.85,0.826247,5036.17,0.2733
K2-285 c,15.68,3.53,7.138048,0.0824,0.83,0.787,4975.0,0.0
Kepler-345 b,0.48,0.74,7.415563,0.066,0.61,0.623,4504.0,0.1905
Kepler-539 c,762.792,13.3,1000.0,2.42,1.048,0.952,5820.0,-0.01
HD 33844 b,638.8383,13.4,551.40002,1.6,1.84,5.39,4861.0,0.27
GJ 317 c,454.49462201,13.6,6500.0,5.04,0.402,0.403,3496.0,-0.02
Kepler-467 b,5.69,2.25,24.99324193,0.16848,1.05,1.37,5809.0,0.06
Kepler-964 b,5.14,2.12,13.5225106,0.1073,0.93,0.84,5427.0,0.03
TOI-1386 c,75.2,10.3,232.0,0.75,1.0363,1.0235,5735.0,0.149
HD 99706 c,1808.4527,12.8,1278.0,,1.72,5.4,4891.0,0.14
Kepler-1262 b,3.97,1.82,8.67900242,0.083,0.99,0.98,5771.0,-0.02
BEBOP-3 b,177.34825111,14.2,547.0,1.444,1.083,1.414,6033.0,-0.02
Kepler-1071 b,6.26,2.38,6.1799844,0.0629,0.86,0.81,5215.0,0.01
Kepler-1809 b,2.9,1.513,3.7572999,0.04444,0.807,0.716,4901.0,0.04
K2-242 b,6.99,2.54,6.51389,0.0494,0.38,0.37,3459.0,-0.01
TIC 77319217 b,9.85,3.10879526,7.54830765124,,1.16,1.18439,5961.52,
Kepler-649 b,5.73,2.26,29.90722674,0.17522,0.97,0.94,5871.0,-0.17
HAT-P-55 b,189.42573057,14.84069045,3.5852313,0.04628,1.028,1.105,5804.0,0.003
Kepler-344 c,9.01,2.95,125.596809,0.488,0.931,0.976,5774.0,0.0399
HIP 65891 b,1938.7532827,12.7,1089.6,2.82,2.5,8.93,5000.0,0.16
GJ 4274 c,8.39,2.83,69.57,0.186,0.18,0.19,3228.0,-0.19
Kepler-1111 b,4.66,2.0,8.79617863,0.0872,1.1,1.15,6077.0,0.02
Kepler-172 b,6.12,2.35,2.940309,0.04,1.081,1.085,5526.0,0.39
K2-139 b,123.00021,9.11,28.380619,0.1796,0.96,0.88,5370.0,0.24
HD 64121 b,813.64072192,13.2,623.0,1.51,1.64,5.44,5078.0,-0.21
Kepler-902 b,6.99,2.54,40.1099547,0.223,0.95,0.93,5647.0,0.0
Kepler-894 b,8.15,2.78,9.803224,0.0916,0.87,0.85,5603.0,-0.25
Kepler-1794 b,3.87,1.79426276,9.762980461,0.0821,0.773,0.816,5052.0,0.02
TOI-1064 b,13.5,2.587,6.443868,0.06152,0.748,0.726,4734.0,0.05
Kepler-884 b,2.04,1.23,5.69919514,0.06116,1.0,0.94,5715.0,0.05
Kepler-1019 b,2.73,1.46,1.411229847,0.0221,0.7,0.67,4433.0,0.01
WASP-28 b,282.54945382,13.66374747,3.40883495,0.0442,0.993,1.083,6084.0,-0.2
GJ 3341 b,6.6,2.46,14.207,0.089,0.47,0.439,3526.0,-0.09
TOI-4552 b,1.83,1.11,0.30110032,0.0056255,0.2619,0.2869,3258.0,-0.07
GJ 1289 b,6.27,2.38,111.74,0.27,0.21,0.245012,3296.0,0.02
Kepler-555 b,8.4,2.83,16.21775407,0.1201,1.03,1.04,5894.0,0.0
Kepler-683 b,4.54,1.97,2.539183179,0.0355,0.96,0.95,5703.0,-0.03
HATS-10 b,167.17858,10.861521,3.312846,0.04491,1.101,1.105,5880.0,0.15
Kepler-1977 b,3.39,1.66,4.53702121,0.0486,0.769,0.688,4805.0,-0.06
Kepler-715 b,13.5,3.75,10.00652995,0.0933,1.04,1.04,5871.0,0.02
Kepler-164 d,6.57,2.45,28.986769,0.187,1.036,1.148,5888.0,0.0
Kepler-786 b,6.48,2.43,53.5293487,0.25483,0.81,0.74,4838.0,0.09
TOI-3785 b,14.95,5.14,4.6747373,0.043,0.52,0.5,3576.0,0.099
WASP-145 A b,282.8687,10.0881,1.7690381,0.0261,0.76,0.68,4900.0,-0.04
WASP-136 b,479.92089457,16.81347105,5.21536178778,0.0661,1.41,2.39014,6250.0,-0.18
HATS-12 b,759.6137,7.76,3.142702,0.0441,1.16,1.17,6357.0,-0.1
TOI-1296 b,95.3,14.11645916,3.9443736,0.051,1.1576,1.7031,5567.0,0.405
HD 98736 b,740.5439,13.3,968.8,1.864,0.92,0.93,5271.0,0.36
Kepler-1136 b,3.33,1.64,2.361724329,0.0299,0.72,0.68,4512.0,0.03
GJ 667 C f,2.7,1.45,39.026,0.156,0.33,,3350.0,-0.55
Kepler-635 b,7.46,2.64,23.44971004,0.18332,1.33,1.51,6174.0,0.41
TOI-1279 b,10.6,2.66146528,9.61419,0.085,0.8784,0.8426,5457.0,-0.079
Kepler-468 b,,13.34,38.478757067,0.2213,0.96,0.87,5498.0,0.1
DE CVn b,3823.27330161,12.4,4098.1,5.75,0.51,0.424754,3579.0,
TOI-682.01,13.5,3.74186,6.8392388,,0.85,1.08,5085.0,0.27
USco CTIO 108 b,4449.62,12.3,,670.0,0.06,0.345365,2700.0,
Kepler-1496 b,5.56,2.22,64.6588017,0.3211,1.18,1.27,6182.0,0.05
HD 102272 b,1570.0802,12.9,127.58,0.51,1.45,10.3,4790.0,-0.41
Kepler-366 c,3.86,1.79,12.51616,0.11,1.088,1.048,6209.0,-0.06
KOI-2513.01,7310.053361,2.80224517,19.00547,0.5,0.91,1.2,5900.0,-0.37
Kepler-537 b,2.57,1.41,3.247555219,0.04317,1.07,0.99,5763.0,0.23
GJ 3323 b,2.02,1.23,5.3636,0.03282,0.164,0.119,3159.0,-0.27
TOI-4495 b,7.7,2.483,2.56699,0.03957,1.247,1.309,6210.0,0.18
Kepler-1761 b,2.51,1.39109603,4.043540001,0.0413,0.573,0.532,3871.0,0.07
NGTS-6 b,425.57437,14.863134,0.882059,0.01677,0.767,0.754,4730.0,0.11
Kepler-920 c,13.8,3.8,100.8274113,0.4029,0.89,0.85,5403.0,0.0
Kepler-818 b,22.9,5.11,10.035385814,0.0886,0.94,0.92,5638.0,-0.08
Kepler-139 c,13.0,3.38,157.072878,0.586,1.078,1.3,5594.0,0.35
Kepler-959 b,17.6,4.38,14.80074836,0.1633,1.6,2.01,7005.0,0.02
BD-210397 c,1525.5763536,12.9,6240.0,5.9,0.69,0.747,4051.0,0.12
Kepler-1436 b,2.27,1.31,9.705716,0.0907,1.06,1.09,5972.0,-0.01
HU Aqr AB c,1430.235,12.9,4368.0,5.4,0.88,,5952.0,
Kepler-1597 b,1.2,1.06,2.94654179,0.04136,1.25,1.39,6377.0,0.02
WASP-83 b,95.349,11.65736,4.971252,0.059,1.11,1.05,5510.0,0.29
HD 116029 c,403.6441,13.7,907.0,,1.33,4.6,4951.0,0.18
Kepler-282 e,56.2,3.1,44.347,0.23332,0.97,0.89,5656.0,-0.2
XO-2 S c,438.60320166,13.6,120.059,0.4737,0.98,1.02,5325.0,0.32
Kepler-850 b,3.82,1.78,7.19303878,0.0744,1.06,1.09,5932.0,0.03
Kepler-65 d,4.14,1.52,8.13123,0.084,1.25,1.41,6211.0,0.17
Kepler-1090 b,5.69,2.25,198.680179,0.63323,0.86,0.82,5321.0,-0.04
TOI-715 b,3.02,1.55,19.288004,0.083,0.225,0.24,3075.0,-0.25
GJ 393 b,1.71,1.17,7.02679,0.05402,0.426,0.426,3579.0,-0.09
Kepler-1680 b,2.42,1.35954736,8.77424,0.07642,0.834,0.723259,5021.0,-0.07
Gaia-2 b,259.66580852,14.81827249,3.6915224,0.0467,1.0,1.064,5720.0,
WASP-124 b,190.698,13.89916,3.37265,0.0449,1.07,1.02,6050.0,-0.02
TOI-1439 b,38.5,4.2427861,27.644,0.192,1.2313,1.6184,5841.0,0.226
GJ 1061 c,1.81,1.19,6.6821,0.0342,0.12,0.156,2953.0,-0.08
K2-50 b,3.15,1.59,8.7529,0.0705,0.611,0.546,4326.0,-0.1132
Kepler-23 b,2.56,1.638,7.1,0.07212,1.078,1.548,5828.0,-0.112
Kepler-257 b,7.32,2.61,2.382667,0.034,0.916,1.037,5180.0,0.4
TOI-1736 c,2800.0,12.5,571.25,1.37,1.0373,1.4286,5636.0,0.148
Kepler-310 d,7.0,2.47,92.876125,0.392,0.854,0.876,5797.0,-0.12
WASP-192 b,731.009,13.78707,2.8786765,0.0408,1.09,1.32,5910.0,0.14
Kepler-184 b,6.17,2.36,10.687576,0.092,0.872,0.873,5788.0,-0.1958
Kepler-1744 b,13.6,3.76754004,37.10110092,0.20945,0.886,0.85,5986.0,-0.5
Kepler-1107 b,2.36,1.34,0.571038518,0.01285,0.86,0.82,5268.0,0.01
Kepler-40 b,699.2,13.11,6.87349,0.08,1.48,2.13,6510.0,0.1
TOI-908 b,16.137,3.186,3.183792,0.041657,0.95,1.028,5626.0,0.08
Kepler-851 b,3.46,1.68,8.50699658,0.0802,0.89,0.85,5455.0,-0.07
HD 99492 c,17.9,4.42,95.233,,0.85,0.822539,4929.0,0.3
G 264-012 c,3.75,1.76,8.0518,0.0525,0.297,0.305,3326.0,0.1
Kepler-827 b,27.0,5.63,51.92927591,0.2742,0.93,0.91,5602.0,-0.06
Kepler-228 c,7.75,2.7,4.134444,0.052,1.006,1.014,6043.0,0.18
K2-346 b,5.73,2.26,26.201446,,0.71,0.7,4801.0,-0.18
Kepler-77 b,136.661,10.761,3.57878087,0.04501,0.95,0.99,5520.0,0.2
Kepler-1509 b,4.08,1.85,25.4338197,0.1707,1.0,0.99,5780.0,0.03
GJ 581 b,20.5,4.79,5.3686,0.0399,0.295,0.302,3500.0,-0.08
K2-403 b,24.6,5.333,33.589979,,0.784,0.886,5511.0,-0.162
HD 43691 b,810.4665,13.2,36.9987,0.238,1.32,1.6,6093.0,0.33
Kepler-1574 b,2.21,1.29,6.9424334,0.0743,1.06,1.08,5892.0,0.08
Kepler-238 f,13.5,2.0,50.447,0.28635,1.06,0.96,5800.0,0.34
K2-253 b,,12.67,4.00167,0.0506,1.08,1.1,6027.0,0.0
Kepler-1290 b,2.6,1.42,4.69500134,0.0557,0.95,0.93,5660.0,-0.02
Kepler-68 d,267.0,13.9,632.62,1.469,1.057,1.2564,5847.0,0.11
Kepler-218 b,2.79,1.48,3.619337,0.046,1.019,1.063,5502.0,0.37
Kepler-645 b,5.06,2.1,3.275822621,0.04541,1.13,1.21,6170.0,-0.01
TOI-1450 A b,1.258,1.13,2.0439274,,0.48,0.483,3437.0,-0.12
HD 206610 b,647.10188,13.4,673.2,1.74,1.55,6.12,4842.0,0.14
Kepler-99 b,6.15,1.48,4.60358,0.05071,0.79,0.73,4782.0,0.18
Kepler-1010 b,5.99,2.32,34.2685705,0.193,0.86,0.82,5253.0,-0.01
Kepler-687 b,12.2,3.52,20.50586978,0.1326,0.77,0.73,4841.0,-0.04
Kepler-1855 b,1.96,1.216205,0.727330983,0.0115,0.385,0.356,3460.0,0.07
UCAC4 328-061594 b,6674.396547,12.1,,19000.0,1.19,,,
Kepler-1363 b,2.1,1.25,2.94194094,0.0363,0.76,0.72,4839.0,-0.09
Kepler-296 b,3.22,1.61,10.864384,0.079,0.498,0.48,3740.0,-0.08
BD+48 738 b,289.2253,13.9,392.6,1.0,0.74,11.0,4414.0,-0.2
HR 8799 c,3000.0,13.0,69000.0,38.0,1.5,1.49338,7204.58,-0.47
Kepler-1773 b,12.1,3.50469499,40.80970001,0.24831,1.241,1.3,6183.0,0.26
Kepler-989 b,5.52,2.21,7.964315352,0.0734,0.82,0.78,5074.0,0.01
Kepler-1508 b,2.33,1.33,20.7056504,0.1629,1.14,1.22,6158.0,0.01
TOI-7041 b,114.41822652,11.43316031,9.691,,1.07,4.1,4700.0,0.25
K2-37 c,6.39,2.41,6.42966,0.06534,0.84,0.809,5352.0,-0.08
2MASS J19383260+4603591 b,603.877,13.4,406.0,0.92,0.48,0.203,29564.0,-0.092
TOI-1260 b,8.56,2.41,3.127463,0.0367,0.679,0.672,4227.0,-0.1
HIP 39330 b,530.77343969,13.5,4650.0,5.05,0.96,1.02786,5748.0,0.16
Kepler-52 c,45.4,1.84,16.3850021,0.10379,0.54,0.52,4075.0,0.0
Kepler-1637 b,0.64,0.89,6.10960324,0.0596,1.02,1.02,5789.0,0.07
Kepler-1990 b,10.7,3.27,1.73513619,0.0286,1.028,1.071,5751.0,0.21
TOI-1749 c,14.0,2.12,4.4929,0.0443,0.58,0.55,3985.0,-0.26
GJ 9714 b,2988.54051102,12.5,19240.75467,12.319,0.67,0.662662,4263.0,
Kepler-312 b,2.21,1.29,1.772419,0.031,1.314,1.467,6115.0,0.15
Kepler-1671 b,2.32,1.32557381,4.16787,0.04946,0.866,0.929771,5135.55,0.2502
Kepler-466 b,8.5,2.85,51.07926307,0.26769,1.04,1.05,5927.0,-0.01
UZ For c,2447.2,,1916.25,2.8,0.7,,5286.9,
HD 63765 b,168.4499,14.2,358.0,0.94,0.65,0.83,5449.0,-0.16
TOI-7008 b,21.7,4.94735276,0.84069041367,,0.88,0.95255,5116.06,
Kepler-1038 c,2.59,1.4162338,7.127659798,0.0692,0.868,0.821,5159.0,0.16
TOI-3877 b,99.7981198,11.67975789,4.123596,0.0529,1.16,1.445,5731.0,0.269
Kepler-1699 b,3.08,1.56671124,3.49082,0.0418,0.81,0.725,5575.53,0.225
HD 143105 b,384.5743,13.7,2.1974,0.0379,1.51,1.647304,6380.0,0.15
HD 191939 e,112.2,13.0,101.12,0.407,0.81,0.94,5348.0,-0.15
Kepler-1569 b,3.46,1.68,5.79180156,0.06669,1.25,1.4,6319.0,0.06
Kepler-859 b,9.75,3.09,20.38177573,0.13157,0.81,0.77,5020.0,-0.02
HD 83443 b,127.76701961,14.1,2.985628,0.0406,1.0,0.94,5442.0,0.34
Kepler-106 b,5.3,0.82,6.16486,0.06491,1.0,1.04,5858.0,-0.12
Kepler-834 b,4.74,2.02,13.32388301,0.0862,0.7,0.66,4554.0,-0.13
K2-249 b,8.2,2.79,12.409,0.1151,1.32,1.57,6504.0,0.04
Kepler-454 c,1433.40611557,12.9,524.19,1.287,1.03,1.066,5687.0,0.32
HD 33283 b,104.56607,12.5,18.1991,0.1508,1.38,1.97,5935.0,0.35
Kepler-169 e,5.48,2.2,13.767102,0.105,0.825,0.763,4997.0,0.17
GJ 536 b,6.37,2.41,8.70874,0.0668,0.528,0.529,3641.0,-0.08
TOI-2236 b,502.16888306,14.36991326,3.5315902,0.05009,1.343,1.573,6248.0,0.119
HD 159868 c,244.09344,14.0,351.0,1.032,1.19,2.13,5534.0,-0.08
Kepler-1665 b,8.44,2.83910787,11.9548,0.096,0.842,0.777785,5049.84,-0.013
HIP 111909 b,384.57237247,13.7,487.08,1.32,1.28,4.53,4891.0,-0.01
Kepler-1125 b,4.04,1.84,17.6700642,0.1348,0.95,0.94,5683.0,-0.09
Kepler-384 b,1.46,1.12,22.597053,0.148,0.882,0.882,5577.0,-0.29
HD 37605 b,854.9627,13.2,55.01292,0.277,0.94,0.91,5329.0,0.27
Kepler-1618 b,2.13,1.26,6.10826019,0.07109,1.41,1.65,6620.0,0.04
Kepler-352 d,0.449,0.80628032,6.887279987,0.06574,0.796,0.772,5208.0,-0.14
K2-148 c,3.64,1.73,6.9226,0.0616,0.65,0.632,4079.0,-0.11
NGTS-9 b,921.707,11.99363,4.43527,0.058,1.34,1.38,6330.0,0.31
Kepler-584 b,16.5,4.21,35.1810304,0.2281,1.17,1.24,6195.0,0.02
Kepler-92 b,64.3,3.51,13.749,0.12232,1.21,1.7,5883.0,0.1381
TOI-277 b,7.51,2.65,3.994,0.0269,0.16,0.362,4031.0,-0.01
EPIC 212297394 b,2.79,1.48,2.289363,,0.83,0.8,5171.0,-0.03
TIC 67686059 b,7.23,2.59125922,3.52163529551,,0.86,0.820458,5090.09,
K2-270 b,2.48,1.38,1.543069,0.0247,0.85,0.77,4877.0,0.26
TIC 160113658 b,12.0,3.49015778,6.72952262077,,0.76,0.789834,4817.31,
Kepler-533 b,11.4,3.38,28.51120525,0.16704,0.78,0.72,4758.0,0.01
VHS J125601.92-125723.9 b,5085.254512,13.67495645,5800000.0,350.0,0.07,,2620.0,
HD 23079 c,8.26,2.8,5.748913,,1.16,1.08,5994.0,-0.129
Kepler-55 e,3.02,1.55,4.617534,0.048,0.631,0.619,4503.0,-0.01
GJ 887 b,3.9,1.8,9.2619,0.0683,0.495,0.468,3688.0,-0.06
Kepler-1467 b,10.9,3.3,47.0569043,0.2388,0.86,0.82,5332.0,-0.07
Kepler-199 c,10.6,3.25,67.093408,0.316,0.96,0.967,5644.0,0.0
HD 222076 b,495.8148,13.5,871.0,1.83,1.07,4.1,4806.0,0.05
Kepler-282 b,1.01,1.01,9.220524,0.082,0.86,0.904,5602.0,-0.2
K2-388 b,14.5,3.9,6.33932,,0.93,0.91,5310.0,0.24
TOI-1224 b,5.08,2.104,4.1782745,0.0355,0.4,0.404,3326.0,
Kepler-623 b,9.32,3.01,9.07097734,0.0854,0.9,0.86,5443.0,-0.03
WASP-176 b,271.74465,16.869545,3.899052,0.0535,1.345,1.925,5941.0,0.164
Kepler-363 d,4.86,2.05,11.932125,0.107,1.226,1.485,5593.0,0.3965
HD 4917 b,513.29545,13.5,400.5,1.167,1.32,5.01,4802.0,0.18
KOBE-1 c,12.4,3.56,29.671,0.16071,0.629,0.619,4135.0,-0.01
Kepler-970 b,7.31,2.609,16.736525,0.139,0.67,0.71,4290.0,0.04
HAT-P-70 b,2154.8874,20.96083,2.74432452,0.04739,1.89,1.858,8450.0,-0.059
Kepler-943 b,29.5,5.93,49.7701438,0.2559,0.93,0.91,5612.0,-0.07
Kepler-10 b,3.24,1.47,0.8374907,0.01685,0.91,1.065,5708.0,-0.15
Kepler-271 d,0.219,0.66,5.24972541,0.05554,0.9,0.87,5555.0,-0.13
TOI-1233.01,6.98,2.539,14.175685,0.1074,0.869,0.877,5660.0,-0.28
HD 221585 b,511.7063,13.5,1173.0,2.306,1.19,1.850575,5620.0,0.29
TIC 18942729 b,4.66,2.00021315,0.99817838064,,0.652,0.825257,4360.11,0.0118
HD 22496 b,5.57,2.22,5.09071,0.051,0.684,0.674,4385.0,-0.08
Kepler-1640 b,20.7,4.82,7.5844126,0.0836,1.27,1.43,6324.0,0.1
Kepler-589 c,1.45,1.11727238,3.52466011,0.0426,0.832,0.916,5372.0,-0.02
Kepler-647 b,1.71,1.17,16.2254649,0.12237,1.03,1.07,6020.0,-0.14
Gaia-1 b,533.95172376,13.77583728,3.052524,0.04047,0.949,0.952,5470.0,
Kepler-1527 b,20.4,4.77,160.129918,0.6276,1.21,1.32,6224.0,0.07
Kepler-1980 b,5.52,2.21,33.0257179,0.2049,1.049,0.99,5819.0,0.14
TOI-122 b,7.85,2.72,5.07803,0.0392,0.312,0.334,3403.0,
HATS-52 b,711.9392,15.490838,1.36665436,0.02498,1.111,1.046,6010.0,-0.2843
Kepler-250 d,5.39,2.18,17.648312,0.127,0.806,0.805,5160.0,0.01
Kepler-1298 b,2.27,1.31,7.12811928,0.0814,1.45,2.0,6339.0,0.13
Kepler-1361 b,0.566,0.86,3.57554956,0.04304,0.83,0.79,5131.0,0.0
Kepler-619 b,10.1,3.16,5.404272197,0.06014,1.09,1.11,5980.0,0.05
K2-99 b,276.51071409,11.88151954,18.24783,0.153,1.44,2.55,6069.0,0.2
TOI-532 b,61.5,5.82,2.3266508,0.0296,0.639,0.612,3927.0,0.338
HD 210277 b,410.0007,13.6,442.19,1.13,1.01,1.07,5538.0,0.22
Kepler-178 b,8.75,2.9,9.576694,0.085,0.852,1.066,5676.0,-0.04
Kepler-1604 b,2.57,1.41,0.683684256,0.01406,0.81,0.76,4976.0,0.02
Kepler-984 b,5.14,2.12,43.0342272,0.23688,0.96,0.93,5610.0,0.04
HD 13724 c,50.85254512,8.18,142.22895,0.534,1.004,1.04198,5835.31,0.2169
Kepler-1286 b,5.27,2.15,11.25402929,0.0991,1.0,0.98,5753.0,0.03
Kepler-318 b,19.9,4.71,4.662715,0.056,1.073,1.189,5746.0,0.332
Kepler-732 b,5.39,2.18,9.467814048,0.0691,0.49,0.46,3631.0,-0.01
HIP 109600 b,851.7844,13.2,232.08,0.706,0.87,0.971958,5530.0,-0.12
Kepler-407 b,1.93,1.19,0.6693124,0.01531,0.99,1.04,5487.0,0.35
GJ 1148 c,68.06,9.71,532.58,0.912,0.344045,0.358519,3287.0,0.1596
Kepler-897 b,6.3,2.39,8.0472642,0.077,1.03,1.04,5839.0,0.04
Kepler-435 b,266.97,22.31,8.6001536,0.0948,1.538,3.21,6161.0,-0.18
HD 184010 d,143.02278315,14.3,836.4,1.92,1.35,4.86,4971.0,-0.17
WASP-70 A b,187.512,13.047,3.7130203,0.04853,1.106,1.215,5763.0,-0.006
TOI-1798.01,6.5,2.448,8.021522331,0.074984,0.87,0.78,5165.0,0.073
TOI-444 b,8.1,2.77,17.9636,0.133,0.96,0.779,5225.0,0.08
TOI-2202 b,287.31687993,10.95117414,11.9126075,0.09564,0.841,0.808,5169.0,0.059
TrES-1 b,266.9772,12.66617,3.03007,0.03925,1.04,0.85,5230.0,0.02
Kepler-1052 c,5.9,2.3,180.921729,0.6135,0.937,0.848,5818.0,-0.22
Kepler-206 b,1.87,1.2,7.781987,0.078,0.957,1.185,5764.0,0.0213
Kepler-763 b,1.98,1.22,1.19655156,0.0205,0.84,0.8,5166.0,0.01
Kepler-155 b,5.02,2.09,5.931194,0.056,0.635,0.62,4508.0,-0.142
ups And c,4443.24112986,12.3,241.258,0.827774,1.3,1.56,6156.77,0.1014
NGTS-34 b,19.1,3.65,43.12655,0.257,1.266,1.367,6134.0,0.228
K2-274 b,4.98,2.08,14.1330314,0.0964,0.79,0.7,5044.0,-0.16
DH Tau b,3496.0,30.2643,,330.0,0.33,0.27,4371.0,
HD 200964 c,385.84562,13.7,852.5,1.96,1.39,4.92,4982.0,-0.15
TOI-1011 b,4.04,1.45,2.470498,,0.91,0.92,5475.0,0.03
Kepler-1583 b,0.156,0.6,9.32807355,0.08307,0.94,0.91,5645.0,-0.07
HATS-32 b,292.4036,14.000041,2.8126548,0.04024,1.099,1.097,5700.0,0.39
ZTF J1828+2308 b,6356.56814,11.13051784,0.1120067,,0.61,0.0131,15900.0,
Kepler-1876 b,2.4,0.853,6.99205,0.0758,1.187,1.477,6104.0,0.01
TOI-6564 b,222.16205649,16.39873876,3.985413,0.0542,1.18,1.7,5943.0,0.19
K2-219 c,2.66,1.43839723,6.66767,,1.021545,1.189232,5753.0,0.13
HD 37124 b,214.53525,14.0,154.378,0.53364,0.85,0.949168,5698.64,-0.44
Kepler-881 b,3.82,1.78,4.44448017,0.0552,1.06,1.09,5961.0,0.0
TOI-333 b,20.1,4.26,3.7852503,0.049,1.2,1.1,6241.0,0.01
Kepler-60 c,3.85,1.9,8.9187,0.08422,1.041,1.257,5905.0,-0.09
Kepler-665 b,7.27,2.6,16.01310205,0.1148,0.79,0.74,4913.0,-0.03
Kepler-1848 b,2.57,1.4088539,5.604020119,0.05835,0.756,0.737,4847.0,0.0
TOI-2096 c,4.32,1.914,6.38784,0.04,0.231,0.235,3300.0,-0.03
Kepler-1698 b,1.25,1.07315686,1.2107,0.02065,0.822,0.741698,4975.03,0.08
HIP 14810 c,416.3573,13.6,147.747,0.549,1.01,1.07,5544.0,0.24
HD 25463 c,4.3,1.36354953,3.04405,0.0443,1.251,1.4182,6353.0,-0.018
Kepler-1869 c,0.33,0.74,1.716828304,0.028,0.987,0.902,5808.0,-0.06
Kepler-292 b,2.3,1.32,2.580827,0.035,0.865,0.826,5299.0,0.04
Kepler-33 b,3.68,1.74,5.66793,0.0677,1.291,1.82,5904.0,0.025
Kepler-601 b,4.27,1.9,5.378868441,0.05494,0.85,0.79,5160.0,-0.02
TOI-1347 b,11.1,1.8,0.84742346,0.0171,0.913,0.83,5464.0,0.04
K2-417 b,699.2224954,3.31,6.535,0.063,0.569,0.5776,3861.0,
Kepler-1020 b,5.82,2.28,96.9151496,0.37594,0.87,0.8,5227.0,0.0
