pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met,pl_masse,log_mass,log_radius,log_period,mass_radius_ratio
K2-115 b,321.00669107,11.80305668,20.2729914,0.1415,0.918,0.855,5870.0,-0.198,321.00669107,2.506514084942235,1.0719944926746403,1.3069178361453975,27.196911763877086
K2-277 b,7.4,2.18575124,6.326768,0.0664,0.974,0.973,5680.0,0.078,7.4,0.8692317197309762,0.33960073344039327,0.8011819093497565,3.385563674665924
TOI-406 c,2.08,1.32,3.307441,0.0322,0.408,0.41,3392.0,-0.02,2.08,0.31806333496276157,0.12057393120584989,0.5194921057384583,1.5757575757575757
TOI-5005 b,32.7,6.25,6.3085044,0.06614,0.97,0.93,5749.0,0.15,32.7,1.5145477526602862,0.7958800173440752,0.7999264103035014,5.232
HD 86728 b,9.43,3.03,31.1515,0.1916,0.967,1.237,5610.0,0.2,9.43,0.9745116927373284,0.48144262850230496,1.4934789635485934,3.1122112211221125
TOI-5688 A b,124.0,10.3,2.94815527,0.03379,0.6,0.57,3713.0,0.47,124.0,2.093421685162235,1.0128372247051722,0.46955035270412215,12.03883495145631
HD 222237 b,1649.52943233,12.8,14892.0,10.8,0.76,0.71,4751.0,-0.32,1649.52943233,3.2173600690080506,1.1072099696478683,4.172953027546354,128.86948690078123
HD 21520 b,17.7,2.697,25.1292,0.1726,1.09,1.044,5871.0,0.049,17.7,1.2479732663618066,0.4308809464528912,1.4001786628418458,6.562847608453837
TOI-2768 b,7.41,2.63,1.50801,0.027,0.63,0.657,4008.0,,7.41,0.8698182079793282,0.41995574848975786,0.17840422146108909,2.817490494296578
TOI-1174 b,32.0,2.562,8.953487683,0.07994,0.85,0.76,5030.0,-0.002,32.0,1.505149978319906,0.4085791254086675,0.9519922405040303,12.490241998438721
TOI-2981 b,638.0,13.4,3.601501,0.048,1.03,1.08,5940.0,-0.11,638.0,2.8048206787211623,1.1271047983648077,0.5564835396998032,47.61194029850746
TOI-1180 b,10.0,3.072,9.686760378,0.080799,0.75,0.73,4738.0,0.067,10.0,1.0,0.4874212113594744,0.9861785566998176,3.2552083333333335
TOI-5713 b,3.78,1.77,10.441989,0.06008,0.2653,0.2992,3225.0,-0.03,3.78,0.5774917998372253,0.24797326636180664,1.0187832313721286,2.135593220338983
TOI-6002 b,3.36,1.65,10.904821,0.05722,0.2101,0.2432,3229.0,-0.18,3.36,0.526339277389844,0.21748394421390627,1.0376185411343166,2.0363636363636366
HD 135694 b,6.1,2.857,15.923475568,0.124695,1.02,1.08,5712.0,-0.121,6.1,0.785329835010767,0.455910240382743,1.202037865867961,2.1351067553377665
TOI-1295 b,451.31633794,15.69257298,3.1968838,0.047,1.38,1.7,6280.0,0.26,451.31633794,2.6544810555426492,1.195694157060686,0.5047268508678924,28.75986866622812
TOI-6130 b,333.71982735,14.3474953,2.392679,0.036,1.31,1.51,6110.0,0.28,333.71982735,2.523382010229531,1.1567760911513953,0.3788844379031389,23.25979694518527
TOI-1437 b,9.6,2.24,18.840942,0.14,1.1,1.17,6008.0,-0.4924,9.6,0.9822712330395684,0.35024801833416286,1.2751026126381038,4.285714285714286
HD 183579 b,20.4,3.49,17.471291,0.1322,0.996,0.96,5784.0,-0.038,20.4,1.3096301674258988,0.5428254269591799,1.2423249973390142,5.845272206303724
K2-203 b,2.14,1.26549392,9.6952,0.0824,0.793,0.765,5026.0,-0.021,2.14,0.33041377334919086,0.10226006295393872,0.9865567724658308,1.6910393374311907
TOI-6651 b,61.0,5.09,5.056973,0.0633,1.323,1.721,5940.0,0.225,61.0,1.7853298350107671,0.7067177823367587,0.7038906348699748,11.984282907662083
TOI-1630.01,6.42,2.417,12.055734733,0.101151,0.95,0.83,5504.0,,6.42,0.8075350280688532,0.38327665040765035,1.0811936834620366,2.6561853537443114
TOI-1467 b,9.0,1.92,5.97114713,0.050748,0.489,0.491,3834.0,-0.062,9.0,0.9542425094393249,0.28330122870354957,0.7760577723976383,4.6875
TOI-1659.01,5.71,2.255,5.877556328,0.065757,1.1,1.006,5977.0,,5.71,0.756636108245848,0.35314654621397934,0.769196799910521,2.532150776053215
HD 101581 c,0.937,0.99,6.20401,0.0573,0.653,0.63,4675.0,-0.343,0.937,-0.02826040911222171,-0.004364805402450088,0.7926724891643461,0.9464646464646466
K2-208 b,3.45,1.67462172,4.19097,0.04878,0.881,0.872,5500.0,-0.064,3.45,0.5378190950732742,0.22391671974876698,0.6223145520576361,2.0601667581380707
TOI-1716.01,10.0,3.143,8.082376554,0.080496,1.07,1.24,5879.0,0.096,10.0,1.0,0.49734438101758,0.9075390801470603,3.181673560292714
TOI-6038 A b,78.5,6.41,5.8267311,0.069,1.291,1.648,6110.0,0.124,78.5,1.8948696567452525,0.8068580295188175,0.7654249761335952,12.246489859594384
HIP 116454 b,9.7,2.469,9.1004157,0.0792,0.8,0.758,5048.0,0.0,9.7,0.9867717342662449,0.39252108993193224,0.9590612310125975,3.9287160793843663
TOI-2420 b,294.62693329,15.02003414,5.842641,0.0684,1.158,2.369,5707.0,,294.62693329,2.4692724453055637,1.1766709198050844,0.7666092019856247,19.61559677853036
K2-225 b,12.7,3.60929179,15.8723,0.1409,1.482,1.7,5520.0,0.486,12.7,1.1038037209559568,0.5574219936317822,1.2006398634235915,3.518695838110667
TOI-1739 b,4.45,1.946,8.303341406,0.073872,0.78,0.781,4814.0,0.07,4.45,0.6483600109809317,0.2891428359323331,0.9192528950464165,2.2867420349434737
HD 73344 d,810.46243785,13.2,5823.0,6.7,1.19,1.22,6148.0,0.16,810.46243785,2.908732891593548,1.1205739312058498,3.7651467901080253,61.398669534090914
TOI-2485 b,766.60211768,12.1393261,11.23479,0.1093,1.163,1.72,6016.4,0.097,766.60211768,2.88457001462544,1.0841945780757425,1.0505649590254136,63.15030269102006
K2-7 b,15.3,4.03523305,28.6781,0.1867,1.056,1.533,5700.0,0.049,15.3,1.1846914308175989,0.6058686219344842,1.45755037479041,3.7916025692741586
HD 118203 c,3747.19691853,12.4,5103.0,6.28,1.27,2.04,5742.0,0.287,3747.19691853,3.5737065162546817,1.0934216851622351,3.7078255683322316,302.1932998814516
TOI-4734 b,61.65871096,10.9175472,6.235633,0.074,1.391,1.857,6070.0,0.288,61.65871096,1.7899944411039057,1.0381250781894606,0.7948805467404854,5.647670656280744
TOI-2969 b,368.68095212,12.32987877,1.8237146,0.0261,0.71,0.7,4738.0,0.08,368.68095212,2.566650700386511,1.0909588065406732,0.2609568749226894,29.90142555310785
TOI-5300 b,190.6970442,9.86390302,2.262196,0.0295,0.67,0.65,4610.0,-0.17,190.6970442,2.2803439615432364,0.9940487937087314,0.3545302301344457,19.332818237704043
TOI-4794 b,308.29355479,14.35870428,3.5658116,0.0492,1.25,1.451,6390.0,-0.102,308.29355479,2.4889644454258373,1.1571152512269465,0.5521583934546289,21.470847841014244
TOI-2443 b,4.8,2.363,15.66858,0.105,0.642,0.631,4375.0,-0.29,4.8,0.6812412373755872,0.373463721632369,1.1950296393461728,2.031316123571731
TOI-5340 b,270.15414595,15.07607904,4.9394392,0.0628,1.35,1.842,5990.0,0.208,270.15414595,2.4316116368738854,1.1782884056776646,0.6936776440307715,17.91939039542207
Kepler-10 c,11.29,2.355,45.294301,0.241,0.91,1.065,5708.0,-0.15,11.29,1.052693941924968,0.371990911464915,1.656043561837273,4.794055201698513
TOI-2407 b,16.8,4.26,2.702969,0.033,0.548,0.567,3530.0,0.21,16.8,1.2253092817258628,0.6294095991027189,0.431841064860345,3.9436619718309864
TOI-5386 A b,155.10026262,14.70618268,3.62156552,0.04856,1.165,1.245,6094.0,0.182,155.10026262,2.1906125331735034,1.1674999564693398,0.5588963467000797,10.546602472913113
TOI-2015 c,8.91,2.93,5.582796,0.041232,0.3041,0.3273,3297.0,-0.31,8.91,0.9498777040368748,0.4668676203541095,0.746851758659497,3.040955631399317
TOI-2015 b,9.2,3.309,3.348237,0.029322,0.3041,0.3273,3297.0,-0.31,9.2,0.9637878273455552,0.519696767159853,0.5248161913013089,2.7802961619824718
GJ 3998 b,2.5,1.39,2.65033,0.03,0.52,0.5,3726.0,-0.13,2.5,0.3979400086720376,0.14301480025409505,0.4232999525240706,1.7985611510791368
TOI-1117 b,8.9,2.46,2.22816,0.033,0.97,1.05,5635.0,0.136,8.9,0.9493900066449128,0.39093510710337914,0.3479463734954861,3.617886178861789
GJ 3998 c,6.82,2.5,13.727,0.09,0.52,0.5,3726.0,-0.13,6.82,0.8337843746564789,0.3979400086720376,1.1375756336820408,2.728
TOI-640 b,181.16219199,19.2794468,5.003777,0.06608,1.536,2.082,6460.0,0.072,181.16219199,2.258067566832084,1.2850945681998918,0.6992979465394669,9.39664887013252
K2-157 d,23.3,5.16,66.5,0.309,0.89,0.86,5334.0,0.02,23.3,1.3673559210260189,0.7126497016272114,1.8228216453031045,4.515503875968992
TOI-1117 c,8.78,2.91,4.579,0.0534,0.97,1.05,5635.0,0.136,8.78,0.9434945159061026,0.4638929889859073,0.6607706435276973,3.017182130584192
TOI-1117 d,10.71,3.27,8.665,0.0817,0.97,1.05,5635.0,0.136,10.71,1.0297894708318556,0.5145477526602861,0.9377685670499357,3.2752293577981653
Proxima Cen d,0.26,0.692,5.12338,0.02881,0.1221,0.141,2900.0,,0.26,-0.585026652029182,-0.15989390554324223,0.7095565685998979,0.3757225433526012
Proxima Cen b,1.055,1.02,11.18465,0.04848,0.1221,0.141,2900.0,,1.055,0.023252459633711444,0.00860017176191757,1.0486223983166942,1.034313725490196
TIC 88785435 b,22.3,5.03,10.508843,0.08432,0.724,0.911,3998.0,-0.08,22.3,1.3483048630481607,0.7015679850559274,1.0215549038136433,4.433399602385686
TOI-1238 c,8.32,2.11,3.294736,0.037,0.59,0.58,4089.0,0.31,8.32,0.9201233262907239,0.3242824552976926,0.517820621255802,3.9431279620853084
TOI-1238 b,3.76,1.21,0.764597,0.0139,0.59,0.58,4089.0,0.31,3.76,0.5751878449276611,0.08278537031645007,-0.11656741032693281,3.1074380165289255
KOI-1843.03,8.0,0.61,0.1768913,0.005,0.46,0.45,3584.0,0.0,8.0,0.9030899869919435,-0.21467016498923297,-0.7522935263605208,13.114754098360656
TOI-1803 b,10.32,2.99,6.293287,0.06,0.756,0.715,4687.0,0.014,10.32,1.0136796972911926,0.4756711883244297,0.7988775378295061,3.451505016722408
TOI-5882 b,6995.40323807,11.46678726,7.148972,0.0804,1.334,2.26,5920.0,0.18,6995.40323807,3.8448127537129406,1.0594417552423174,0.8542435960912539,610.0578199852292
TOI-4465 b,1872.00931723,14.01122587,101.94054,0.416,0.93,1.014,5545.0,-0.06,1872.00931723,3.2723080059466945,1.1464761342355236,2.008346929805947,133.60781808808284
TOI-1478 b,279.68899816,11.99360935,10.1802117,0.0818,0.947,1.048,5597.0,0.078,279.68899816,2.446675383309761,1.0789498991038682,1.0077568093549494,23.319835588942205
HIP 67851 b,365.50266805,13.7,89.23,0.42,1.28,5.45,4840.0,0.01,365.50266805,2.5628905515132043,1.1367205671564067,1.9505108929859967,26.679026864963507
HIP 67851 c,2204.77565936,12.7,3128.41,4.55,1.28,5.45,4840.0,0.01,2204.77565936,3.343364405659322,1.1038037209559568,3.4953236654456807,173.60438262677167
TOI-2346 b,394.10722468,16.11851425,3.3312029,0.0473,1.271,1.38,6480.0,-0.03,394.10722468,2.5956143963218277,1.207325007520921,0.5226010859084469,24.450592565006417
HD 94890 b,676.97450691,13.3,824.61,2.07,1.74,10.71,4867.0,-0.02,676.97450691,2.83057231459833,1.1238516409670858,2.9162485971625087,50.900338865413524
HD 87816 b,2142.16346318,12.7,484.17,1.618,2.41,9.0,4989.0,0.14,2142.16346318,3.3308526076949123,1.1038037209559568,2.684997876311635,168.67428843937006
TOI-2886 b,444.9597698,18.6405349,1.60200105,0.02871,1.229,1.241,6240.0,0.284,444.9597698,2.6483207468378307,1.2704583705064438,0.20466279639806687,23.870547287781964
TOI-2876 b,54.03082919,9.6397234,6.2996431,0.0654,0.939,0.873,5271.0,0.353,54.03082919,1.7326416325378664,0.9840645725359106,0.7993159456295841,5.605018624289572
TOI-2986 b,96.61983573,9.292245,3.2783662,0.04489,1.122,1.458,5906.0,0.095,96.61983573,1.985066294777336,0.9681206519187004,0.515657463498201,10.39790015545221
WASP-116 b,203.41018048,13.67495645,6.6132,0.065,1.25,1.426,6250.0,0.0,203.41018048,2.3083726851434796,1.1359259519301628,0.8204116570730956,14.87464923370926
HD 102888 b,1808.44363583,12.8,252.06,1.05,2.42,8.6,4990.0,0.07,1808.44363583,3.257304977554664,1.1072099696478683,2.401503931921636,141.28465904921873
HD 94890 c,2831.85110637,12.5,2492.19,4.33,1.74,10.71,4867.0,-0.02,2831.85110637,3.4520704151964674,1.0969100130080565,3.396581149065001,226.54808850959998
TOI-3135 b,327.36325921,13.65253849,3.7065585,0.04756,1.044,0.985,5890.0,0.071,327.36325921,2.515029935864765,1.1352134095965973,0.5689708589098581,23.978197127939396
WASP-188 b,458.6263913,14.81827249,5.748916,0.072,1.5,1.83,6850.0,0.0,458.6263913,2.66145904225214,1.1707975766668866,0.7595859630201275,30.950057883569126
WASP-154 b,198.96058278,10.76062147,3.811678,0.044,0.8,0.823,4774.0,0.2,198.96058278,2.2987670443656567,1.0318373543412973,0.5811162055209127,18.489692564197224
TIC 434398831 b,12.1,3.51,3.685504,0.04641,0.992,0.909,5638.0,-0.081,12.1,1.08278537031645,0.5453071164658241,0.5664968868902553,3.4472934472934473
TOI-3464 b,397.28550875,13.7646283,3.6515568,0.0515,1.363,1.56,6370.0,0.045,397.28550875,2.599102724167649,1.1387644882002177,0.5624780604847169,28.862785110586678
HR 858 c,3.8,1.979,5.973865,0.0687,1.204,1.258,6354.0,0.025,3.8,0.5797835966168101,0.2964457942063963,0.7762554040033752,1.9201616978271854
WASP-197 b,403.32424848,14.44837612,5.167228,0.065,1.36,2.112,6050.0,0.0,403.32424848,2.605654333251067,1.1598190386667169,0.7132576248816922,27.914849747142377
WASP-102 b,197.68926915,14.90794433,2.709813,0.041,1.08,1.375,5990.0,-0.2,197.68926915,2.295983095841624,1.173417762320402,0.4329393219185956,13.260665908993236
TOI-3486 b,99.16246298,10.5700688,2.21778105,0.03138,0.837,0.788,4930.0,0.283,99.16246298,1.996347305160517,1.0240778141156677,0.34591866829173973,9.38143969129132
TOI-2328 b,50.85254512,9.97599282,17.10197,0.127,0.95,0.9,5525.0,0.09,50.85254512,1.7063126938155173,0.998956127896759,1.2330461402664736,5.097492153166967
TOI-3837 b,187.51876013,10.87271128,11.88865,0.099,0.89,1.2,5905.0,-0.26,187.51876013,2.2730447228017368,1.0363378556886365,1.0751325416803037,17.24673407588176
Gl 410 b,8.4,2.83,6.02,0.0531,0.55,0.543,3842.0,0.05,8.4,0.9242792860618817,0.45178643552429026,0.7795964912578245,2.9681978798586575
HD 219666 b,17.6,4.898,6.034468,0.06356,1.02,1.059,5540.0,0.04,17.6,1.24551266781415,0.6900187807886953,0.7806389886258209,3.5933033891384243
TOI-3682 b,69.28659273,12.80065596,3.3462406,0.048,1.32,1.735,5703.0,0.416,69.28659273,1.8406492047892697,1.1072322253126339,0.5245571642102707,5.412737671140409
TOI-6628 b,235.19302118,10.98480109,18.18424,0.134,0.97,1.01,5463.0,0.36,235.19302118,2.3714244308905688,1.0407921972330867,1.2596951546784092,21.410767409717383
Kepler-289 e,17.4,2.94,330.0716,0.9342,1.061,0.985,5990.0,-0.0098,17.4,1.2405492482825997,0.46834733041215726,2.5186081583991093,5.918367346938775
TOI-4214 b,165.27077164,10.68215861,3.4913885,0.05018,1.382,1.434,6370.0,0.294,165.27077164,2.2181960547943915,1.028659022138677,0.5429981770922153,15.471664265056255
GJ 581 c,6.81,2.5,12.9211,0.0718,0.295,0.302,3500.0,-0.08,6.81,0.8331471119127851,0.3979400086720376,1.1112994876215037,2.7239999999999998
G 192-15 c,14.3,3.87,1219.0,1.137,0.132,0.170718,2999.0,,14.3,1.1553360374650619,0.5877109650189114,3.0860037056183818,3.695090439276486
TOI-2449 b,222.0,11.24,106.14468,0.45,1.079,1.065,6021.0,-0.03,222.0,2.346352974450639,1.0507663112330423,2.0258982320908743,19.750889679715304
GJ 3512 c,143.97626837,14.3,2354.0,1.731,0.123,0.139,3141.0,-0.07,143.97626837,2.158290913169408,1.1553360374650619,3.371806458507416,10.068270515384615
HD 28471 b,3.72,1.75,3.1649,0.042,0.98,1.08,5766.0,-0.04,3.72,0.5705429398818975,0.24303804868629444,0.5003599923520171,2.125714285714286
HD 28471 c,5.72,2.26,6.1245,0.065,0.98,1.08,5766.0,-0.04,5.72,0.7573960287930241,0.35410843914740087,0.7870706389786783,2.5309734513274336
NGTS-32 b,181.16219199,15.91675259,3.31211,0.044,1.07,1.85,5680.0,-0.03,181.16219199,2.258067566832084,1.2018544656563632,0.520104751905024,11.381856378405892
HD 143811 AB b,1938.7532827,15.69257298,117000.0,63.0,1.32,1.68398,6791.0,,1938.7532827,3.2875225461703597,1.195694157060686,5.068185861746161,123.54591469295178
AF Lep b,1147.36054927,13.0,8905.0,8.996,1.218,1.25,6140.0,0.19,1147.36054927,3.0596999130652507,1.1139433523068367,3.9496339237992624,88.25850379
TOI-238 b,3.37,1.559,1.273099,0.0212,0.781,0.756,5059.0,-0.114,3.37,0.5276299008713387,0.19284611518884168,0.10486217700946762,2.161642078255292
HD 152843 b,9.82,3.05,11.62071,0.1049,1.15,1.43,6310.0,-0.16,9.82,0.9921114877869497,0.48429983934678583,1.0652326633092373,3.2196721311475414
HD 28471 d,4.91,2.06,11.681,0.1,0.98,1.08,5766.0,-0.04,4.91,0.6910814921229684,0.31386722036915343,1.0674800239314826,2.383495145631068
HD 152843 c,9.67,5.94,19.502104,0.1482,1.15,1.43,6310.0,-0.16,9.67,0.9854264740830017,0.7737864449811935,1.2900814680957244,1.6279461279461278
TOI-6054.02,9.3,2.82,12.563636,0.1079,1.107,1.662,6047.0,-0.07,9.3,0.9684829485539351,0.45024910831936105,1.099115345309926,3.2978723404255326
K2-233 d,10.3,2.363,24.3681,0.1516,0.79,0.71,4796.0,-0.082,10.3,1.0128372247051722,0.373463721632369,1.3868216682210825,4.358865848497673
K2-233 c,4.6,1.272,7.06024,0.0664,0.79,0.71,4796.0,-0.082,4.6,0.6627578316815741,0.10448711131239508,0.8488194643526636,3.6163522012578615
WASP-4 b,381.3940884,15.12091496,1.338230994,0.02261,0.899,0.912,5436.0,-0.05,381.3940884,2.5813739572072176,1.17957807093085,0.12653108410513314,25.22295042389419
Kepler-391 b,1100.0,2.5,7.4175,0.083,1.27,2.879,5038.0,0.04,1100.0,3.041392685158225,0.3979400086720376,0.8702575549888795,440.0
GJ 251 b,3.85,1.79,14.237,0.0808,0.35,0.36,3342.0,0.07,3.85,0.5854607295085007,0.2528530309798932,1.153418485037711,2.1508379888268156
TOI-1438 b,9.4,3.04,5.13967,0.0553,0.876,0.82,5230.0,0.03,9.4,0.9731278535996987,0.48287358360875376,0.7109352353805143,3.0921052631578947
GJ 536 c,5.89,2.3,32.761,0.1617,0.528,0.529,3641.0,-0.08,5.89,0.7701152947871016,0.36172783601759284,1.515357149738369,2.5608695652173914
TOI-1438 c,10.6,2.75,9.428089,0.083,0.876,0.82,5230.0,0.03,10.6,1.0253058652647702,0.43933269383026263,0.9744236735581042,3.8545454545454545
Kepler-391 c,450.0,2.88,20.501,0.164,1.27,2.879,5038.0,0.04,450.0,2.6532125137753435,0.45939248775923086,1.3117750456357398,156.25
TOI-756 b,9.83,2.81,1.2392495,0.018,0.505,0.505,3657.0,0.196,9.83,0.9925535178321356,0.4487063199050799,0.09315875235242775,3.498220640569395
TOI-756 c,1287.20504835,13.0,149.4,0.439,0.505,0.505,3657.0,0.196,1287.20504835,3.1096477343742612,1.1139433523068367,2.17435059747938,99.01577295
HD 224018 d,4.2,2.4,138.0731,0.53,1.013,1.147,5784.0,0.05,4.2,0.6232492903979004,0.38021124171160603,2.1401090756857344,1.7500000000000002
TOI-2141 c,6.14,2.35,5.4624,0.0585,0.896,0.95,5635.0,-0.14,6.14,0.7881683711411677,0.37106786227173627,0.7373834994346395,2.612765957446808
TOI-6448 b,54.0,8.47398941,14.844261,0.131,1.03,0.897,5910.0,,54.0,1.7323937598229686,0.9280879169246549,1.1715585817494532,6.372441289137745
K2-214 b,6.85,2.51,8.59656,0.0834,1.03,1.236,5875.0,0.04,6.85,0.8356905714924255,0.3996737214810381,0.9343246986979802,2.7290836653386457
TOI-1203.01,7.39,2.918,25.502672,0.1632,0.886,1.179,5737.0,-0.39,7.39,0.8686444383948257,0.46508528755743284,1.4065856852991399,2.5325565455791637
TOI-2093 c,15.8,2.3,53.81149,0.257,0.745,0.729,4426.0,-0.08,15.8,1.1986570869544226,0.36172783601759284,1.730875017503084,6.8695652173913055
K2-10 b,25.2,3.773,19.30553,0.137,0.88,0.956,5533.0,-0.07,25.2,1.4014005407815442,0.5766868052009956,1.2856817289290312,6.679035250463821
TOI-1203 b,3.51,1.52,4.1572888,0.04869,0.886,1.179,5737.0,-0.39,3.51,0.5453071164658241,0.18184358794477254,0.6188101952759442,2.3092105263157894
HIP 18606 b,244.72787339,14.0,674.94,1.61,1.21,4.83,4860.0,-0.01,244.72787339,2.3886834363320744,1.146128035678238,2.829265167161245,17.480562385000002
HIP 111909 c,257.44100967,13.9,893.63,1.97,1.28,4.53,4891.0,-0.01,257.44100967,2.4106777300382425,1.1430148002540952,2.9511577400267104,18.520935947482016
TIC 257060897 b,201.50321004,17.26183028,3.66003639,0.04922,1.187,1.863,5993.0,0.054,201.50321004,2.3042819690456358,1.2370868422692298,0.5634854033992277,11.673339777501276
BD+37 3172 b,3368.9811142,12.4,1887.76,4.65,3.75,50.24,4500.0,-0.03,3368.9811142,3.527498576424363,1.0934216851622351,3.2759467795271724,271.69202533870964
TOI-654.01,8.71,2.378,1.527561,0.01944,0.419,0.43,3521.0,0.12,8.71,0.9400181550076633,0.3762118502826728,0.18399856191586061,3.6627417998317915
K2-37 b,2.51,1.39,4.4434,0.05105,0.84,0.809,5352.0,-0.08,2.51,0.3996737214810381,0.14301480025409505,0.6477154106915548,1.8057553956834531
K2-37 d,12.5,2.31,14.09229,0.1102,0.84,0.809,5352.0,-0.08,12.5,1.0969100130080565,0.36361197989214433,1.148981571785947,5.411255411255411
K2-55 b,44.0,4.43,2.849271,0.03486,0.688,0.715,4300.0,0.376,44.0,1.6434526764861874,0.6464037262230695,0.45473375784157194,9.932279909706548
TOI-5261 b,3651.84839643,11.60129502,4.1509768,0.05134,1.037,1.021,5790.0,0.254,3651.84839643,3.562512739847878,1.0645064710069272,0.6181503060934949,314.77937507273214
TOI-4773 b,1687.66884117,15.22179579,1.7452851,0.03216,1.452,1.55,6740.0,0.11,1687.66884117,3.2272872322410615,1.1824658913098123,0.24186638100476027,110.87186193095026
BD+42 2315 b,174.80562385,14.2,123.05,0.54,1.38,17.85,4500.0,-0.2,174.80562385,2.2425554006538366,1.1522883443830565,2.0900816180388215,12.310255200704225
Ross 176 b,4.57,1.84,5.0066338,0.0464,0.577,0.569,4041.0,-0.19,4.57,0.6599162000698503,0.2648178230095365,0.6995458269780166,2.483695652173913
K2-62 c,4.62,1.99,16.19697,0.1148,0.67,0.696,4455.0,-0.1,4.62,0.6646419755561255,0.29885307640970665,1.2094337777921569,2.321608040201005
K2-61 b,4.35,1.92,2.57336,0.0392,0.97,0.995,5748.0,0.03,4.35,0.6384892569546373,0.28330122870354957,0.4105005460537078,2.265625
