pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met,pl_masse,log_mass,log_radius,log_period,mass_radius_ratio
Kepler-1083 b,11.2,3.36,33.4177993,0.1899,0.81,0.77,5049.0,-0.02,11.2,1.0492180226701815,0.526339277389844,1.5239778464150704,3.333333333333333
Kepler-1203 b,1.2,1.06,0.588000765,0.0114,0.64,0.61,4105.0,0.01,1.2,0.07918124604762482,0.02530586526477026,-0.23062210889824497,1.1320754716981132
Kepler-1204 b,9.53,3.05,85.7350285,0.3877,1.03,1.03,5825.0,0.06,9.53,0.9790929006383263,0.48429983934678583,1.9331582965572232,3.124590163934426
Kepler-1246 b,2.42,1.36,11.32271513,0.0848,0.73,0.69,4611.0,-0.03,2.42,0.38381536598043126,0.13353890837021754,1.053950580967652,1.7794117647058822
Kepler-1289 b,2.92,1.52,7.99019627,0.0785,1.1,1.17,6080.0,0.02,2.92,0.4653828514484183,0.18184358794477254,0.902557447390469,1.9210526315789473
Kepler-1087 b,0.165,0.61,0.693842855,0.01554,0.96,0.94,5589.0,0.01,0.165,-0.7825160557860937,-0.21467016498923297,-0.15873887959451052,0.27049180327868855
Kepler-1086 b,6.53,2.44,18.78425728,0.1198,0.7,0.66,4350.0,0.06,6.53,0.814913181275074,0.3873898263387294,1.2737940279554625,2.6762295081967213
Kepler-1088 b,2.6,1.42,23.12748644,0.16163,1.08,1.08,5975.0,0.05,2.6,0.414973347970818,0.15228834438305647,1.364128434994734,1.830985915492958
Kepler-1206 b,3.33,1.64,1.216997663,0.0201,0.8,0.75,4877.0,0.07,3.33,0.5224442335063199,0.21484384804769785,0.08528974425539058,2.030487804878049
Kepler-1205 b,2.57,1.41,1.078390352,0.0196,0.84,0.81,5226.0,-0.04,2.57,0.4099331233312945,0.14921911265537988,0.0327759937202645,1.822695035460993
Kepler-1249 b,6.26,2.38,24.3347127,0.167,1.19,1.28,6202.0,0.06,6.26,0.7965743332104297,0.37657695705651195,1.386226223250937,2.630252100840336
Kepler-1250 b,4.35,1.92,2.607543834,0.0393,0.99,0.98,5717.0,0.04,4.35,0.6384892569546373,0.28330122870354957,0.416231617848064,2.265625
Kepler-1293 b,0.871,0.97,5.57654784,0.06763,1.18,1.28,6241.0,0.0,0.871,-0.059981844992336796,-0.01322826573375516,0.7463654322710439,0.8979381443298969
Kepler-513 b,5.48,2.2,28.86235584,0.1779,1.02,1.06,5849.0,-0.01,5.48,0.7387805584843692,0.3424226808222063,1.4603317767420758,2.4909090909090907
Kepler-1092 b,4.94,2.07,58.6017925,0.2996,0.99,1.0,5862.0,-0.09,4.94,0.693726948923647,0.3159703454569177,1.7679109003346913,2.386473429951691
Kepler-1209 b,2.89,1.51,25.369116,0.17515,1.23,1.38,6210.0,0.12,2.89,0.4608978427565479,0.17897694729316943,1.4043053342689988,1.913907284768212
Kepler-1252 b,3.43,1.67,15.0540329,0.1078,1.06,1.09,5949.0,0.03,3.43,0.5352941200427705,0.22271647114758325,1.1776528608328922,2.0538922155688626
Kepler-1253 b,2.33,1.33,68.8861915,0.31444,0.97,1.1,5850.0,-0.14,2.33,0.367355921026019,0.12385164096708581,1.838132174645369,1.7518796992481203
Kepler-1156 b,2.3,1.32,11.89520511,0.09704,1.0,1.0,5778.0,0.02,2.3,0.36172783601759284,0.12057393120584989,1.0753719350133175,1.7424242424242422
Kepler-1155 b,4.78,2.03,33.469743,0.2006,1.03,1.03,5842.0,0.04,4.78,0.6794278966121189,0.3074960379132129,1.5246523776069447,2.3546798029556655
Kepler-1093 b,4.46,1.95,25.0824626,0.17543,1.13,1.2,6166.0,-0.01,4.46,0.6493348587121419,0.290034611362518,1.3993701733503812,2.287179487179487
Kepler-1094 b,10.2,3.18,78.1000231,0.3625,1.14,1.21,6112.0,0.06,10.2,1.0086001717619175,0.5024271199844327,1.8926511623305788,3.2075471698113205
Kepler-1213 b,1.81,1.19,5.34982412,0.06026,1.14,1.21,6050.0,0.13,1.81,0.2576785748691845,0.07554696139253074,0.7283395044569195,1.5210084033613447
Kepler-1255 b,5.99,2.32,36.2919336,0.2226,1.08,1.12,6018.0,0.02,5.99,0.7774268223893114,0.3654879848908996,1.5598101076174542,2.5818965517241383
Kepler-1256 b,2.83,1.49,12.4127754,0.10733,1.17,1.36,6129.0,0.05,2.83,0.45178643552429026,0.17318626841227402,1.0938688972233557,1.8993288590604027
Kepler-1160 b,5.22,2.14,7.97034958,0.0755,0.92,0.89,5519.0,0.01,5.22,0.7176705030022621,0.33041377334919086,0.9014773699952972,2.439252336448598
Kepler-1158 b,6.08,2.34,13.5396293,0.12643,1.41,1.95,6203.0,0.18,6.08,0.7839035792727349,0.3692158574101428,1.1316067740117306,2.5982905982905984
Kepler-1097 b,10.7,3.26,187.747029,0.5791,0.82,0.79,5211.0,-0.11,10.7,1.0293837776852097,0.5132176000679389,2.27357307324417,3.2822085889570554
Kepler-1095 b,1.92,1.21,4.27103091,0.0514,0.94,0.92,5658.0,-0.09,1.92,0.28330122870354957,0.08278537031645007,0.6305327144832183,1.5867768595041323
Kepler-1217 b,4.62,1.99,2.032325072,0.0326,1.06,1.08,5905.0,0.07,4.62,0.6646419755561255,0.29885307640970665,0.30799317491332595,2.321608040201005
Kepler-1216 b,2.51,1.39,4.37034536,0.0519,0.99,0.98,5743.0,0.03,2.51,0.3996737214810381,0.14301480025409505,0.6405157577978423,1.8057553956834531
Kepler-1257 b,2.92,1.52,2.668313762,0.0376,0.9,0.87,5502.0,-0.09,2.92,0.4653828514484183,0.18184358794477254,0.42623689611907584,1.9210526315789473
Kepler-1260 b,3.78,1.77,19.1187753,0.1444,1.06,1.08,5961.0,0.01,3.78,0.5774917998372253,0.24797326636180664,1.2814600690338533,2.135593220338983
Kepler-1163 b,1.08,1.03,6.11786898,0.06868,1.22,1.35,6302.0,0.02,1.08,0.03342375548694973,0.012837224705172217,0.7866001719176511,1.0485436893203883
Kepler-1100 b,3.71,1.75,6.42200058,0.06745,1.21,1.34,6247.0,0.05,3.71,0.5693739096150459,0.24303804868629444,0.8076703404535899,2.12
Kepler-1098 b,2.24,1.3,2.543072855,0.0358,0.99,0.99,5794.0,-0.02,2.24,0.35024801833416286,0.11394335230683679,0.40535880220136733,1.7230769230769232
Kepler-1261 b,5.73,2.26,48.4308991,0.239,0.82,0.77,5006.0,0.03,5.73,0.75815462196739,0.35410843914740087,1.6851225316223015,2.535398230088496
Kepler-1166 b,3.5,1.69,33.2406882,0.1975,0.9,0.86,5446.0,-0.02,3.5,0.5440680443502757,0.22788670461367352,1.521670006639404,2.0710059171597632
Kepler-1167 b,3.57,1.71,1.003933739,0.0175,0.79,0.75,4971.0,-0.05,3.57,0.5526682161121932,0.23299611039215382,0.001705049725038259,2.087719298245614
Kepler-1103 b,5.77,2.27,19.79191978,0.15336,1.11,1.15,6092.0,-0.01,5.77,0.7611758131557314,0.35602585719312274,1.2964879220195875,2.541850220264317
Kepler-1221 b,4.19,1.88,12.00096042,0.0906,0.87,0.82,5194.0,0.09,4.19,0.6222140229662954,0.2741578492636798,1.0792160034155995,2.2287234042553195
Kepler-522 b,38.2,6.91,38.58422849,0.25029,1.54,1.98,6392.0,0.41,38.2,1.5820633629117087,0.8394780473741984,1.5864098207480672,5.528219971056441
Kepler-1264 b,1.76,1.18,0.968526023,0.01839,0.99,0.98,5791.0,-0.02,1.76,0.24551266781414982,0.07188200730612536,-0.013888705875721021,1.4915254237288136
Kepler-1169 b,0.779,0.94,6.11009134,0.06931,1.24,1.23,6191.0,0.26,0.779,-0.10846254232743553,-0.026872146400301365,0.7860477025766742,0.8287234042553192
Kepler-1168 b,6.8,2.5,55.8226539,0.2663,0.87,0.82,5157.0,0.13,6.8,0.8325089127062363,0.3979400086720376,1.746810479711327,2.7199999999999998
Kepler-1106 b,3.36,1.65,1.252752174,0.0239,1.11,1.17,6104.0,0.0,3.36,0.526339277389844,0.21748394421390627,0.09786516508075613,2.0363636363636366
Kepler-1226 b,2.7,1.45,17.2923453,0.13945,1.02,1.02,5923.0,-0.08,2.7,0.43136376415898736,0.16136800223497488,1.2378538991023813,1.8620689655172415
Kepler-1266 b,7.18,2.58,28.474748,0.16431,0.8,0.76,5044.0,-0.07,7.18,0.8561244442423003,0.41161970596323016,1.4544598892851601,2.782945736434108
Kepler-1268 b,4.78,2.03,40.9903986,0.2383,1.06,1.09,5904.0,0.05,4.78,0.6794278966121189,0.3074960379132129,1.6126821415157895,2.3546798029556655
Kepler-1171 b,7.08,2.56,1.44259224,0.0284,1.58,1.95,7044.0,-0.01,7.08,0.850033257689769,0.4082399653118496,0.15914359170109857,2.765625
Kepler-1172 b,10.3,3.2,26.0204423,0.168,0.92,0.89,5558.0,-0.04,10.3,1.0128372247051722,0.505149978319906,1.4153146745013845,3.21875
Kepler-1109 b,5.43,2.19,37.6467384,0.2466,1.05,1.06,5893.0,0.04,5.43,0.7347998295888469,0.34044411484011833,1.5757273562009735,2.4794520547945207
Kepler-1110 b,7.56,2.66,9.69312032,0.0754,0.73,0.7,4781.0,-0.16,7.56,0.8785217955012065,0.424881636631067,0.9864636036366923,2.8421052631578942
Kepler-1229 b,2.54,1.4,86.828989,0.3006,0.54,0.51,3784.0,-0.06,2.54,0.40483371661993806,0.146128035678238,1.938664744310974,1.8142857142857145
Kepler-436 c,6.04,2.33,16.79713874,0.11452,0.75,0.71,4685.0,0.02,6.04,0.7810369386211319,0.367355921026019,1.2252353093889974,2.592274678111588
Kepler-1270 b,11.0,3.32,6.03356196,0.07045,1.28,3.38,5047.0,-0.02,11.0,1.0413926851582251,0.5211380837040362,0.7805737769592229,3.313253012048193
Kepler-804 c,1.55,1.14,9.65185017,0.08654,1.01,1.05,5817.0,0.0,1.55,0.1903316981702915,0.05690485133647256,0.9846105715410085,1.3596491228070178
Kepler-1230 b,7.8,2.71,9.95661537,0.0921,1.06,1.08,5961.0,0.01,7.8,0.8920946026904804,0.4329692908744057,0.9981117303970208,2.878228782287823
Kepler-1271 b,2.79,1.48,3.0255955,0.04233,1.13,1.23,6143.0,-0.01,2.79,0.44560420327359757,0.17026171539495738,0.4808108655706955,1.885135135135135
Kepler-1273 b,6.76,2.49,28.625653,0.1857,0.94,0.91,5566.0,0.03,6.76,0.829946695941636,0.3961993470957364,1.4567554024592815,2.7148594377510036
Kepler-1177 b,4.27,1.9,106.247547,0.4301,0.98,0.97,5712.0,0.02,4.27,0.6304278750250238,0.2787536009528289,2.026318912024355,2.2473684210526312
Kepler-1179 b,2.3,1.32,2.685057492,0.03497,0.84,0.81,5212.0,-0.03,2.3,0.36172783601759284,0.12057393120584989,0.4289535891756271,1.7424242424242422
Kepler-1152 b,0.59,0.87,1.646801908,0.0223,0.55,0.53,3964.0,-0.25,0.59,-0.22914798835785583,-0.060480747381381476,0.21664136150336408,0.6781609195402298
Kepler-1186 b,5.6,2.23,16.07677615,0.1281,0.95,0.93,5635.0,0.0,5.6,0.7481880270062004,0.34830486304816066,1.2061989647708886,2.5112107623318383
Kepler-535 b,6.17,2.36,4.903321551,0.06011,1.18,1.27,6123.0,0.13,6.17,0.7902851640332417,0.37291200297010657,0.6904903744303357,2.614406779661017
Kepler-1411 b,8.35,2.82,86.1150888,0.4001,0.95,0.92,5664.0,-0.04,8.35,0.921686475483602,0.45024910831936105,1.9350792537585222,2.9609929078014185
Kepler-1413 b,3.97,1.82,13.1829642,0.1066,0.84,0.8,5196.0,-0.05,3.97,0.5987905067631151,0.2600713879850748,1.120013072698293,2.1813186813186816
Kepler-1317 b,3.05,1.56,0.568874427,0.0128,0.83,0.79,5144.0,-0.01,3.05,0.48429983934678583,0.1931245983544616,-0.24498358892938885,1.9551282051282048
Kepler-1318 b,9.85,3.11,213.257663,0.6085,0.73,0.7,4598.0,-0.01,9.85,0.9934362304976118,0.4927603890268375,2.3289046456488056,3.167202572347267
Kepler-1362 b,7.27,2.6,136.205626,0.4626,0.8,0.74,4857.0,0.06,7.27,0.8615344108590378,0.414973347970818,2.134195046565703,2.796153846153846
Kepler-536 b,9.8,3.1,1.827082299,0.02835,0.92,0.89,5524.0,0.0,9.8,0.9912260756924949,0.4913616938342727,0.2617581101311769,3.1612903225806455
Kepler-1415 b,2.21,1.29,0.63642408,0.01416,0.89,0.84,5267.0,0.12,2.21,0.3443922736851107,0.11058971029924898,-0.1962533965721583,1.7131782945736433
Kepler-1320 b,3.53,1.7,0.868386528,0.0163,0.8,0.74,4817.0,0.1,3.53,0.5477747053878226,0.2304489213782739,-0.061286922735632555,2.076470588235294
Kepler-1321 b,21.5,4.92,11.12830484,0.0781,0.54,0.53,4094.0,-0.45,21.5,1.3324384599156054,0.6919651027673603,1.046429013867217,4.369918699186992
Kepler-1366 b,2.63,1.43,2.164570968,0.0273,0.62,0.6,4070.0,-0.02,2.63,0.41995574848975786,0.1553360374650618,0.33537182923697156,1.8391608391608392
Kepler-903 c,6.94,2.53,62.9228557,0.30249,0.98,0.97,5682.0,0.05,6.94,0.8413594704548549,0.40312052117581787,1.7988084244822171,2.7430830039525693
Kepler-758 e,2.96,1.53,8.1934719,0.0829,1.16,1.42,6228.0,-0.1,2.96,0.4712917110589386,0.1846914308175988,0.9134679686106557,1.934640522875817
Kepler-1417 b,0.972,1.0,20.3505213,0.14062,1.02,1.02,5839.0,0.02,0.972,-0.012333735073725434,0.0,1.3085755386135083,0.972
Kepler-1322 b,3.22,1.61,0.962867382,0.0183,0.9,0.87,5488.0,-0.07,3.22,0.5078558716958309,0.20682587603184974,-0.01643352516184657,2.0
Kepler-525 b,7.41,2.63,18.68404933,0.14386,0.95,1.15,5573.0,0.11,7.41,0.8698182079793282,0.41995574848975786,1.271471005250219,2.817490494296578
Kepler-722 c,8.35,2.82,105.144749,0.4471,1.03,1.05,5863.0,0.02,8.35,0.921686475483602,0.45024910831936105,2.0217875886032446,2.9609929078014185
Kepler-1422 b,4.74,2.02,18.6051942,0.1499,1.15,1.23,6194.0,0.0,4.74,0.6757783416740851,0.3053513694466238,1.2696342075232727,2.3465346534653464
Kepler-1327 b,3.89,1.8,14.88801098,0.11151,1.02,1.03,5885.0,-0.03,3.89,0.5899496013257077,0.25527250510330607,1.17283668041769,2.161111111111111
Kepler-1368 b,3.36,1.65,0.675649486,0.0153,1.07,1.08,5906.0,0.1,3.36,0.526339277389844,0.21748394421390627,-0.17027854928801703,2.0363636363636366
Kepler-769 c,3.86,1.79,15.9870174,0.1297,1.19,1.28,6186.0,0.06,3.86,0.5865873046717549,0.2528530309798932,1.203767447639618,2.1564245810055866
Kepler-770 c,1.87,1.2,1.475322314,0.0309,0.94,0.92,5598.0,-0.01,1.87,0.27184160653649897,0.07918124604762482,0.16888691109376397,1.5583333333333336
Kepler-1430 b,1.76,1.18,2.46050993,0.0304,0.77,0.72,4796.0,-0.03,1.76,0.24551266781414982,0.07188200730612536,0.391025122077071,1.4915254237288136
Kepler-1431 b,2.76,1.47,5.86601526,0.0648,1.03,1.03,5806.0,0.07,2.76,0.4409090820652177,0.1673173347481761,0.7683431884306182,1.8775510204081631
Kepler-1328 b,0.904,0.98,4.52158888,0.052,1.0,0.99,5780.0,0.0,0.904,-0.04383156952463668,-0.00877392430750515,0.655291072103935,0.9224489795918368
Kepler-1329 b,5.35,2.17,9.33646594,0.0747,0.72,0.69,4500.0,0.02,5.35,0.7283537820212285,0.3364597338485295,0.970182517214853,2.4654377880184333
Kepler-527 b,8.45,2.84,13.28535633,0.11646,1.28,1.45,6388.0,0.03,8.45,0.9268567089496923,0.45331834004703764,1.1233732072278466,2.975352112676056
Kepler-1371 b,0.315,0.73,3.4462039,0.04214,0.87,0.83,5361.0,-0.07,0.315,-0.5016894462103995,-0.1366771398795441,0.5373409695789659,0.4315068493150685
Kepler-770 d,2.54,1.4,4.15244722,0.0616,0.94,0.92,5598.0,-0.01,2.54,0.40483371661993806,0.146128035678238,0.6183041210250744,1.8142857142857145
Kepler-896 b,6.94,2.53,144.547396,0.56378,0.84,0.81,5262.0,-0.1,6.94,0.8413594704548549,0.40312052117581787,2.1600102723261694,2.7430830039525693
Kepler-1427 b,1.37,1.1,0.968972376,0.0197,1.01,1.01,5793.0,0.06,1.37,0.1367205671564068,0.04139268515822508,-0.013688603879858341,1.2454545454545454
Kepler-1332 b,2.45,1.37,11.87456832,0.09915,0.95,0.9,5581.0,0.0,2.45,0.3891660843645325,0.1367205671564068,1.074617830536938,1.7883211678832116
Kepler-1330 b,3.36,1.65,10.10769068,0.0889,0.97,0.94,5608.0,0.08,3.36,0.526339277389844,0.21748394421390627,1.0046519429803042,2.0363636363636366
Kepler-1373 b,1.65,1.16,1.29123275,0.02598,1.22,1.33,6299.0,0.03,1.65,0.21748394421390627,0.06445798922691845,0.11100453268461498,1.4224137931034484
Kepler-1374 b,5.86,2.29,10.65276707,0.0918,0.85,0.81,5323.0,-0.13,5.86,0.7678976160180907,0.359835482339888,1.0274624309807607,2.558951965065502
Kepler-1311 c,1.98,1.22,2.53573424,0.03753,1.05,1.4,5748.0,0.09,1.98,0.2966651902615311,0.08635983067474821,0.4041037349551405,1.6229508196721312
Kepler-1428 b,3.33,1.64,10.67607169,0.11051,1.28,1.36,6184.0,0.35,3.33,0.5224442335063199,0.21484384804769785,1.028411481419973,2.030487804878049
Kepler-1429 b,2.21,1.29,4.48487493,0.055,1.05,1.07,5902.0,0.04,2.21,0.3443922736851107,0.11058971029924898,0.6517503363504078,1.7131782945736433
Kepler-1335 b,2.7,1.45,6.26406846,0.0615,0.77,0.74,4903.0,-0.07,2.7,0.43136376415898736,0.16136800223497488,0.7968564954799254,1.8620689655172415
Kepler-528 b,4.98,2.08,19.78297415,0.14219,1.01,1.06,5807.0,0.02,4.98,0.6972293427597176,0.31806333496276157,1.2962915835116846,2.394230769230769
Kepler-1321 c,6.35,2.4,2.226491086,0.0267,0.54,0.53,4094.0,-0.45,6.35,0.8027737252919757,0.38021124171160603,0.34762096072537724,2.6458333333333335
Kepler-1433 b,3.05,1.56,4.13592271,0.0516,1.14,1.19,6097.0,0.07,3.05,0.48429983934678583,0.1931245983544616,0.61657241428943,1.9551282051282048
Kepler-1337 b,6.39,2.41,24.4002549,0.1441,0.7,0.67,4523.0,-0.09,6.39,0.8055008581584001,0.3820170425748684,1.3873943632684511,2.6514522821576763
Kepler-1339 b,0.285,0.71,1.341555127,0.02356,0.94,0.93,5586.0,0.01,0.285,-0.5451551399914898,-0.14874165128092473,0.12760852334414843,0.4014084507042253
Kepler-1377 b,2.1,1.25,0.740928422,0.0153,0.86,0.82,5218.0,0.05,2.1,0.3222192947339193,0.09691001300805642,-0.1302237453700892,1.6800000000000002
Kepler-1378 b,5.48,2.2,11.95398936,0.0885,0.7,0.67,4407.0,0.03,5.48,0.7387805584843692,0.3424226808222063,1.0775128649412513,2.4909090909090907
Kepler-1370 c,2.15,1.27,7.44142113,0.08084,1.19,1.29,6202.0,0.05,2.15,0.33243845991560533,0.10380372095595687,0.8716558831237413,1.6929133858267715
Kepler-1295 b,3.02,1.55,3.81371974,0.0464,0.92,0.89,5486.0,0.04,3.02,0.48000694295715063,0.1903316981702915,0.5813487747499301,1.9483870967741934
Kepler-1296 b,0.693,0.91,8.3839865,0.0896,0.87,0.83,5359.0,-0.04,0.693,-0.1592667653881933,-0.040958607678906384,0.9234505703338038,0.7615384615384615
Kepler-1341 b,9.22,2.99,132.9968322,0.47267,0.79,0.72,4662.0,0.19,9.22,0.9647309210536293,0.4756711883244297,2.123841296798334,3.0836120401337794
Kepler-529 b,4.12,1.86,1.980357663,0.0309,1.07,1.14,6087.0,-0.1,4.12,0.6148972160331346,0.26951294421791633,0.2967436332108407,2.21505376344086
Kepler-1380 b,2.63,1.43,10.3108245,0.0917,0.96,0.94,5570.0,0.1,2.63,0.41995574848975786,0.1553360374650618,1.0132933948163265,1.8391608391608392
Kepler-1391 b,3.46,1.68,54.4092333,0.30045,1.03,1.1,5840.0,0.04,3.46,0.5390760987927766,0.22530928172586284,1.7356726061498802,2.0595238095238098
Kepler-1392 b,4.5,1.96,15.1410397,0.1189,0.88,0.85,5479.0,-0.11,4.5,0.6532125137753437,0.292256071356476,1.1801556981805346,2.295918367346939
Kepler-1297 b,0.871,0.97,1.68189002,0.0283,0.99,0.99,5818.0,-0.04,0.871,-0.059981844992336796,-0.01322826573375516,0.2257975935613361,0.8979381443298969
Kepler-1343 b,4.38,1.93,3.35183158,0.0449,0.95,0.93,5759.0,-0.16,4.38,0.6414741105040995,0.28555730900777376,0.525282188444442,2.2694300518134716
Kepler-1344 b,4.04,1.84,4.7683049,0.05501,1.09,1.13,5981.0,0.06,4.04,0.6063813651106049,0.2648178230095365,0.6783640177376095,2.1956521739130435
Kepler-1383 b,2.57,1.41,13.9093583,0.11397,1.26,1.44,6370.0,0.03,2.57,0.4099331233312945,0.14921911265537988,1.1433070945357227,1.822695035460993
Kepler-1381 b,5.69,2.25,25.3842686,0.1728,0.96,0.94,5747.0,-0.1,5.69,0.7551122663950712,0.3521825181113625,1.404564654541484,2.528888888888889
Kepler-1393 b,0.437,0.8,2.44357812,0.0337,0.95,0.92,5697.0,-0.09,0.437,-0.3595185630295782,-0.09691001300805639,0.38802622776877604,0.54625
Kepler-1300 b,2.45,1.37,22.2419092,0.16005,1.29,1.79,6130.0,0.05,2.45,0.3891660843645325,0.1367205671564068,1.3471720634602602,1.7883211678832116
Kepler-616 c,11.5,3.41,90.4113556,0.4024,0.98,0.97,5753.0,-0.02,11.5,1.0606978403536116,0.5327543789924978,1.9562229809698144,3.3724340175953076
Kepler-1347 b,1.08,1.03,14.00947528,0.104,0.82,0.79,5193.0,-0.11,1.08,0.03342375548694973,0.012837224705172217,1.1464218692423678,1.0485436893203883
Kepler-1345 b,6.17,2.36,44.6169557,0.26412,1.32,1.55,6449.0,0.04,6.17,0.7902851640332417,0.37291200297010657,1.6494999342177492,2.614406779661017
Kepler-1385 b,0.543,0.85,2.88879862,0.04262,1.15,1.29,5732.0,0.41,0.543,-0.265200170411153,-0.07058107428570728,0.46071726795320384,0.6388235294117648
Kepler-1384 b,4.42,1.94,15.36262753,0.1126,0.78,0.74,4919.0,-0.06,4.42,0.6454222693490919,0.287801729930226,1.186465501124479,2.2783505154639174
Kepler-1397 b,3.61,1.72,47.449955,0.25861,1.09,1.12,6026.0,0.0,3.61,0.557507201905658,0.2355284469075489,1.6762358048926909,2.0988372093023258
Kepler-1398 b,0.666,0.9,2.78815679,0.03909,1.13,1.18,6126.0,0.01,0.666,-0.17652577082969892,-0.045757490560675115,0.4453171923517969,0.74
Kepler-1396 b,4.94,2.07,18.2206421,0.1406,1.18,1.27,6195.0,0.04,4.94,0.693726948923647,0.3159703454569177,1.2605636775531823,2.386473429951691
Kepler-1302 b,2.63,1.43,8.83922659,0.0795,0.86,0.82,5236.0,0.04,2.63,0.41995574848975786,0.1553360374650618,0.9464142670052131,1.8391608391608392
Kepler-1304 b,5.86,2.29,16.1288853,0.1202,0.85,0.81,5259.0,-0.05,5.86,0.7678976160180907,0.359835482339888,1.2076043534529766,2.558951965065502
Kepler-1350 b,6.9,2.52,4.4968604,0.0413,0.55,0.53,3827.0,-0.06,6.9,0.8388490907372553,0.4014005407815441,0.6529094055909083,2.738095238095238
Kepler-1348 b,4.42,1.94,27.5722742,0.1834,1.04,1.04,5911.0,-0.01,4.42,0.6454222693490919,0.287801729930226,1.4404725888035363,2.2783505154639174
Kepler-1387 b,0.749,0.93,2.279526656,0.031,0.82,0.77,5046.0,0.02,0.749,-0.12551818230053352,-0.03151705144606486,0.3578446750578421,0.8053763440860214
Kepler-1398 c,1.08,1.03,4.13827595,0.05087,1.13,1.18,6126.0,0.01,1.08,0.03342375548694973,0.012837224705172217,0.6168194470755994,1.0485436893203883
Kepler-1400 b,3.26,1.62,9.06689421,0.0771,0.83,0.78,5044.0,0.04,3.26,0.5132176000679389,0.20951501454263097,0.9574585485322616,2.0123456790123453
Kepler-1307 b,6.66,2.47,18.01621096,0.1369,1.06,1.08,5884.0,0.06,6.66,0.8234742291703011,0.39269695325966575,1.2556634585524409,2.6963562753036436
Kepler-1351 b,0.208,0.65,0.916140768,0.0156,0.7,0.67,4439.0,-0.03,0.208,-0.6819366650372385,-0.18708664335714442,-0.038037790449387085,0.31999999999999995
Kepler-521 b,10.2,3.18,22.20813214,0.17116,1.34,1.46,6406.0,0.25,10.2,1.0086001717619175,0.5024271199844327,1.3465120328661742,3.2075471698113205
Kepler-1390 b,1.76,1.18,6.48021673,0.0662,0.98,0.98,5753.0,-0.01,1.76,0.24551266781414982,0.07188200730612536,0.8115895310355705,1.4915254237288136
Kepler-531 b,8.15,2.78,29.88485741,0.17446,0.78,0.75,4893.0,-0.03,8.15,0.9111576087399766,0.4440447959180762,1.4754511880198624,2.9316546762589932
Kepler-1389 b,3.78,1.77,99.2530951,0.38249,0.81,0.74,5078.0,-0.14,3.78,0.5774917998372253,0.24797326636180664,1.9967440586481728,2.135593220338983
Kepler-1401 b,3.46,1.68,11.20066445,0.0975,1.07,1.1,5964.0,0.04,3.46,0.5390760987927766,0.22530928172586284,1.0492437868138507,2.0595238095238098
Kepler-1402 b,0.363,0.76,2.03387914,0.0322,0.9,0.87,5416.0,0.03,0.363,-0.4400933749638875,-0.11918640771920865,0.30832514210167944,0.4776315789473684
Kepler-1308 b,0.0933,0.52,2.104338119,0.025,0.35,0.34,3468.0,-0.13,0.0933,-1.0301183562535001,-0.28399665636520083,0.3231155222773867,0.1794230769230769
Kepler-1309 b,6.21,2.37,28.8432647,0.1679,0.85,0.8,5235.0,-0.03,6.21,0.7930916001765802,0.37474834601010387,1.4600444155810606,2.620253164556962
Kepler-1352 b,0.64,0.89,1.877882748,0.02883,1.11,1.16,6118.0,0.0,0.64,-0.1938200260161128,-0.05060999335508721,0.27366847212269063,0.7191011235955056
Kepler-1353 b,3.89,1.8,24.7543966,0.153,0.76,0.72,4776.0,-0.06,3.89,0.5899496013257077,0.25527250510330607,1.3936523446653137,2.161111111111111
Kepler-532 b,7.13,2.57,12.92491623,0.10151,0.87,0.79,5192.0,0.0,7.13,0.8530895298518656,0.4099331233312945,1.1114277369909977,2.77431906614786
Kepler-1403 b,5.22,2.14,5.19492202,0.064,1.11,1.15,6060.0,0.03,5.22,0.7176705030022621,0.33041377334919086,0.7155790328291196,2.439252336448598
Kepler-1405 b,14.9,3.96,28.2274184,0.1778,1.05,1.07,5925.0,0.03,14.9,1.173186268412274,0.5976951859255123,1.45067116061583,3.7626262626262625
Kepler-1310 b,2.67,1.44,0.679336272,0.01452,0.91,0.88,5549.0,-0.07,2.67,0.42651126136457523,0.15836249209524964,-0.16791519637807167,1.8541666666666667
Kepler-1312 b,5.06,2.1,5.448325286,0.06053,0.99,0.92,5719.0,-0.02,5.06,0.7041505168397991,0.3222192947339193,0.7362630287317438,2.4095238095238094
Kepler-517 b,7.61,2.67,60.92832271,0.28682,0.95,0.98,5690.0,-0.06,7.61,0.8813846567705729,0.42651126136457523,1.7848192226375497,2.850187265917603
Kepler-1356 b,2.96,1.53,0.634002937,0.0136,0.82,0.78,5106.0,-0.02,2.96,0.4712917110589386,0.1846914308175988,-0.1979087302571649,1.934640522875817
Kepler-1354 b,9.11,2.97,76.613377,0.3521,1.16,1.24,6168.0,0.03,9.11,0.9595183769729982,0.4727564493172124,1.8843046057953847,3.067340067340067
Kepler-1050 c,2.79,1.48,21.1284569,0.15264,1.09,1.13,6010.0,0.03,2.79,0.44560420327359757,0.17026171539495738,1.324867779859378,1.885135135135135
Kepler-1407 b,5.69,2.25,20.0711504,0.1502,1.1,1.15,6010.0,0.05,5.69,0.7551122663950712,0.3521825181113625,1.3025722652654523,2.528888888888889
